additive_id,product_id,additive_code,additive_name,risk_level,additive_safety_score
2826,UK_4060800166531,E202,E202,Low / Unclassified,100
2827,UK_4060800166531,E330,Citric Acid,Low,100
2828,UK_4060800166531,E338,E338,Low / Unclassified,100
2829,UK_4060800166531,E950,E950,Low / Unclassified,100
2830,UK_4060800166531,E951,E951,Low / Unclassified,100
2831,UK_5449000673039,E150,E150,Low / Unclassified,100
2832,UK_5449000673039,E330,Citric Acid,Low,100
2833,UK_5449000673039,E338,E338,Low / Unclassified,100
2834,UK_5449000673039,E950,E950,Low / Unclassified,100
2835,UK_5449000673039,E951,E951,Low / Unclassified,100
2836,UK_5449000064141,E150,E150,Low / Unclassified,100
2837,UK_5449000064141,E330,Citric Acid,Low,100
2838,UK_5449000064141,E338,E338,Low / Unclassified,100
2839,UK_5449000064141,E950,E950,Low / Unclassified,100
2840,UK_5449000064141,E951,E951,Low / Unclassified,100
2841,UK_5449000214744,E150,E150,Low / Unclassified,100
2842,UK_5449000214744,E290,E290,Low / Unclassified,100
2843,UK_5449000214744,E331,E331,Low / Unclassified,100
2844,UK_5449000214744,E338,E338,Low / Unclassified,100
2845,UK_5449000214744,E950,E950,Low / Unclassified,100
2846,UK_5449000214744,E951,E951,Low / Unclassified,100
2847,UK_4062139017416,E150,E150,Low / Unclassified,100
2848,UK_4062139017416,E338,E338,Low / Unclassified,100
2849,UK_4062139017416,E950,E950,Low / Unclassified,100
2850,UK_4062139017416,E955,E955,Low / Unclassified,100
2851,UK_5449000028921,E150,E150,Low / Unclassified,100
2852,UK_5449000028921,E290,E290,Low / Unclassified,100
2853,UK_5449000028921,E338,E338,Low / Unclassified,100
2854,UK_5015672006903,E150,E150,Low / Unclassified,100
2855,UK_5015672006903,E202,E202,Low / Unclassified,100
2856,UK_5015672006903,E338,E338,Low / Unclassified,100
2857,UK_5015672006903,E950,E950,Low / Unclassified,100
2858,UK_5015672006903,E951,E951,Low / Unclassified,100
2859,UK_5449000058386,E150,E150,Low / Unclassified,100
2860,UK_5449000058386,E338,E338,Low / Unclassified,100
2861,UK_5449000329691,E150,E150,Low / Unclassified,100
2862,UK_5449000329691,E331,E331,Low / Unclassified,100
2863,UK_5449000329691,E338,E338,Low / Unclassified,100
2864,UK_5449000329691,E950,E950,Low / Unclassified,100
2865,UK_5449000329691,E951,E951,Low / Unclassified,100
2866,UK_5449000329691,E955,E955,Low / Unclassified,100
2867,UK_4056489738732,E150,E150,Low / Unclassified,100
2868,UK_4056489738732,E290,E290,Low / Unclassified,100
2869,UK_4056489738732,E330,Citric Acid,Low,100
2870,UK_4056489738732,E338,E338,Low / Unclassified,100
2871,UK_4056489738732,E950,E950,Low / Unclassified,100
2872,UK_4056489738732,E951,E951,Low / Unclassified,100
2873,UK_5449000239662,E150,E150,Low / Unclassified,100
2874,UK_5449000239662,E331,E331,Low / Unclassified,100
2875,UK_5449000239662,E338,E338,Low / Unclassified,100
2876,UK_5449000239662,E950,E950,Low / Unclassified,100
2877,UK_5449000239662,E951,E951,Low / Unclassified,100
2878,UK_5060108451734,E330,Citric Acid,Low,100
2879,UK_5740700988349,E150,E150,Low / Unclassified,100
2880,UK_5740700988349,E338,E338,Low / Unclassified,100
2881,UK_5052109851446,E950,E950,Low / Unclassified,100
2882,UK_5052109851446,E955,E955,Low / Unclassified,100
2883,UK_4060800130754,E150,E150,Low / Unclassified,100
2884,UK_4060800130754,E202,E202,Low / Unclassified,100
2885,UK_4060800130754,E330,Citric Acid,Low,100
2886,UK_4060800130754,E338,E338,Low / Unclassified,100
2887,UK_4060800130754,E950,E950,Low / Unclassified,100
2888,UK_4060800130754,E951,E951,Low / Unclassified,100
2889,UK_4062139015108,E150,E150,Low / Unclassified,100
2890,UK_4062139015108,E202,E202,Low / Unclassified,100
2891,UK_4062139015108,E330,Citric Acid,Low,100
2892,UK_4062139015108,E338,E338,Low / Unclassified,100
2893,UK_4062139015108,E950,E950,Low / Unclassified,100
2894,UK_4062139015108,E951,E951,Low / Unclassified,100
2895,UK_4060800178008,E150,E150,Low / Unclassified,100
2896,UK_4060800178008,E202,E202,Low / Unclassified,100
2897,UK_4060800178008,E330,Citric Acid,Low,100
2898,UK_4060800178008,E338,E338,Low / Unclassified,100
2899,UK_4060800178008,E950,E950,Low / Unclassified,100
2900,UK_4060800178008,E951,E951,Low / Unclassified,100
2901,UK_4060800002242,E150,E150,Low / Unclassified,100
2902,UK_4060800002242,E330,Citric Acid,Low,100
2903,UK_4060800002242,E331,E331,Low / Unclassified,100
2904,UK_4060800002242,E950,E950,Low / Unclassified,100
2905,UK_4060800002242,E951,E951,Low / Unclassified,100
2906,UK_87171259,E150,E150,Low / Unclassified,100
2907,UK_87171259,E330,Citric Acid,Low,100
2908,UK_87171259,E338,E338,Low / Unclassified,100
2909,UK_87171259,E950,E950,Low / Unclassified,100
2910,UK_87171259,E951,E951,Low / Unclassified,100
2911,UK_5449000121134,E150,E150,Low / Unclassified,100
2912,UK_5449000121134,E211,Sodium Benzoate,High,25
2913,UK_5449000121134,E338,E338,Low / Unclassified,100
2914,UK_5449000121134,E950,E950,Low / Unclassified,100
2915,UK_5449000121134,E951,E951,Low / Unclassified,100
2916,UK_4056489010104,E150,E150,Low / Unclassified,100
2917,UK_4056489010104,E338,E338,Low / Unclassified,100
2918,UK_4056489010104,E950,E950,Low / Unclassified,100
2919,UK_4056489010104,E955,E955,Low / Unclassified,100
2920,UK_5449000244703,E150,E150,Low / Unclassified,100
2921,UK_5449000244703,E330,Citric Acid,Low,100
2922,UK_5449000244703,E338,E338,Low / Unclassified,100
2923,UK_5449000244703,E950,E950,Low / Unclassified,100
2924,UK_5449000244703,E951,E951,Low / Unclassified,100
2925,UK_5449000214799,E150,E150,Low / Unclassified,100
2926,UK_5449000214799,E331,E331,Low / Unclassified,100
2927,UK_5449000214799,E338,E338,Low / Unclassified,100
2928,UK_5449000214799,E950,E950,Low / Unclassified,100
2929,UK_5449000214799,E951,E951,Low / Unclassified,100
2930,UK_4060800304803,E150,E150,Low / Unclassified,100
2931,UK_4060800304803,E331,E331,Low / Unclassified,100
2932,UK_4060800304803,E950,E950,Low / Unclassified,100
2933,UK_4060800304803,E951,E951,Low / Unclassified,100
2934,UK_5060499150001,E150,E150,Low / Unclassified,100
2935,UK_5060499150001,E296,E296,Low / Unclassified,100
2936,UK_5060499150001,E955,E955,Low / Unclassified,100
2937,UK_5060499150001,E960,E960,Low / Unclassified,100
2938,UK_5449000004451,E150,E150,Low / Unclassified,100
2939,UK_5449000004451,E330,Citric Acid,Low,100
2940,UK_5449000004451,E338,E338,Low / Unclassified,100
2941,UK_5449000004451,E950,E950,Low / Unclassified,100
2942,UK_5449000004451,E951,E951,Low / Unclassified,100
2943,UK_20023027,E150,E150,Low / Unclassified,100
2944,UK_20023027,E330,Citric Acid,Low,100
2945,UK_20023027,E951,E951,Low / Unclassified,100
2946,UK_20023027,E952,E952,Low / Unclassified,100
2947,UK_5449000154774,E150,E150,Low / Unclassified,100
2948,UK_5449000154774,E330,Citric Acid,Low,100
2949,UK_5449000154774,E338,E338,Low / Unclassified,100
2950,UK_5449000154774,E950,E950,Low / Unclassified,100
2951,UK_5449000154774,E951,E951,Low / Unclassified,100
2952,UK_5449000123855,E150,E150,Low / Unclassified,100
2953,UK_5449000123855,E330,Citric Acid,Low,100
2954,UK_5449000123855,E338,E338,Low / Unclassified,100
2955,UK_5449000123855,E950,E950,Low / Unclassified,100
2956,UK_5449000123855,E951,E951,Low / Unclassified,100
2957,UK_4062139020515,E150,E150,Low / Unclassified,100
2958,UK_4062139020515,E202,E202,Low / Unclassified,100
2959,UK_4062139020515,E330,Citric Acid,Low,100
2960,UK_4062139020515,E338,E338,Low / Unclassified,100
2961,UK_4062139020515,E950,E950,Low / Unclassified,100
2962,UK_4062139020515,E951,E951,Low / Unclassified,100
2963,UK_5000112545326,E150,E150,Low / Unclassified,100
2964,UK_5000112545326,E290,E290,Low / Unclassified,100
2965,UK_5000112545326,E338,E338,Low / Unclassified,100
2966,UK_54491076,E150,E150,Low / Unclassified,100
2967,UK_54491076,E330,Citric Acid,Low,100
2968,UK_54491076,E338,E338,Low / Unclassified,100
2969,UK_54491076,E950,E950,Low / Unclassified,100
2970,UK_54491076,E951,E951,Low / Unclassified,100
2971,UK_5449000121042,E150,E150,Low / Unclassified,100
2972,UK_5449000121042,E202,E202,Low / Unclassified,100
2973,UK_5449000121042,E270,E270,Low / Unclassified,100
2974,UK_5449000121042,E338,E338,Low / Unclassified,100
2975,UK_5449000121042,E950,E950,Low / Unclassified,100
2976,UK_5449000121042,E951,E951,Low / Unclassified,100
2977,UK_5449000121042,E955,E955,Low / Unclassified,100
2978,UK_4060800170064,E150,E150,Low / Unclassified,100
2979,UK_4060800170064,E202,E202,Low / Unclassified,100
2980,UK_4060800170064,E330,Citric Acid,Low,100
2981,UK_4060800170064,E338,E338,Low / Unclassified,100
2982,UK_4060800170064,E950,E950,Low / Unclassified,100
2983,UK_4060800170064,E951,E951,Low / Unclassified,100
2984,UK_4060800171122,E150,E150,Low / Unclassified,100
2985,UK_4060800171122,E202,E202,Low / Unclassified,100
2986,UK_4060800171122,E330,Citric Acid,Low,100
2987,UK_4060800171122,E338,E338,Low / Unclassified,100
2988,UK_4060800171122,E950,E950,Low / Unclassified,100
2989,UK_4060800171122,E951,E951,Low / Unclassified,100
2990,UK_5000112684278,E150,E150,Low / Unclassified,100
2991,UK_5000112684278,E338,E338,Low / Unclassified,100
2992,UK_5449000133724,E150,E150,Low / Unclassified,100
2993,UK_5449000133724,E950,E950,Low / Unclassified,100
2994,UK_5449000133724,E951,E951,Low / Unclassified,100
2995,UK_5449000133724,E952,E952,Low / Unclassified,100
2996,UK_5449000031341,E150,E150,Low / Unclassified,100
2997,UK_5449000031341,E331,E331,Low / Unclassified,100
2998,UK_5449000031341,E338,E338,Low / Unclassified,100
2999,UK_5449000031341,E950,E950,Low / Unclassified,100
3000,UK_5449000031341,E951,E951,Low / Unclassified,100
3001,UK_4088600373843,E150,E150,Low / Unclassified,100
3002,UK_4088600373843,E202,E202,Low / Unclassified,100
3003,UK_4088600373843,E331,E331,Low / Unclassified,100
3004,UK_4088600373843,E338,E338,Low / Unclassified,100
3005,UK_4088600373843,E951,E951,Low / Unclassified,100
3006,UK_5449000054227,E150,E150,Low / Unclassified,100
3007,UK_5449000054227,E290,E290,Low / Unclassified,100
3008,UK_5449000054227,E338,E338,Low / Unclassified,100
3009,UK_5060499150964,E150,E150,Low / Unclassified,100
3010,UK_5060499150964,E296,E296,Low / Unclassified,100
3011,UK_5060499150964,E334,E334,Low / Unclassified,100
3012,UK_5060499150964,E960,E960,Low / Unclassified,100
3013,UK_90357473,E150,E150,Low / Unclassified,100
3014,UK_90357473,E331,E331,Low / Unclassified,100
3015,UK_90357473,E338,E338,Low / Unclassified,100
3016,UK_90357473,E950,E950,Low / Unclassified,100
3017,UK_90357473,E951,E951,Low / Unclassified,100
3018,UK_4060800134592,E150,E150,Low / Unclassified,100
3019,UK_4060800134592,E202,E202,Low / Unclassified,100
3020,UK_4060800134592,E330,Citric Acid,Low,100
3021,UK_4060800134592,E338,E338,Low / Unclassified,100
3022,UK_4060800134592,E950,E950,Low / Unclassified,100
3023,UK_4060800134592,E951,E951,Low / Unclassified,100
3024,UK_8714800004336,E150,E150,Low / Unclassified,100
3025,UK_8714800004336,E202,E202,Low / Unclassified,100
3026,UK_8714800004336,E338,E338,Low / Unclassified,100
3027,UK_8714800004336,E950,E950,Low / Unclassified,100
3028,UK_8714800004336,E951,E951,Low / Unclassified,100
3029,UK_5000128519199,E150,E150,Low / Unclassified,100
3030,UK_5000128519199,E202,E202,Low / Unclassified,100
3031,UK_5000128519199,E330,Citric Acid,Low,100
3032,UK_5000128519199,E338,E338,Low / Unclassified,100
3033,UK_5000128519199,E950,E950,Low / Unclassified,100
3034,UK_5000128519199,E955,E955,Low / Unclassified,100
3035,UK_4060800309112,E150,E150,Low / Unclassified,100
3036,UK_4060800309112,E330,Citric Acid,Low,100
3037,UK_4060800309112,E331,E331,Low / Unclassified,100
3038,UK_4060800309112,E338,E338,Low / Unclassified,100
3039,UK_4060800309112,E950,E950,Low / Unclassified,100
3040,UK_4060800309112,E951,E951,Low / Unclassified,100
3041,UK_29234288,E330,Citric Acid,Low,100
3042,UK_29234288,E960,E960,Low / Unclassified,100
3043,UK_4060800304827,E150,E150,Low / Unclassified,100
3044,UK_4060800304827,E330,Citric Acid,Low,100
3045,UK_4060800304827,E331,E331,Low / Unclassified,100
3046,UK_4060800304827,E338,E338,Low / Unclassified,100
3047,UK_4060800304827,E950,E950,Low / Unclassified,100
3048,UK_4060800304827,E951,E951,Low / Unclassified,100
3049,UK_4061459786576,E150,E150,Low / Unclassified,100
3050,UK_4061459786576,E202,E202,Low / Unclassified,100
3051,UK_4061459786576,E338,E338,Low / Unclassified,100
3052,UK_4061459786576,E950,E950,Low / Unclassified,100
3053,UK_4061459786576,E951,E951,Low / Unclassified,100
3054,UK_5449000294616,E150,E150,Low / Unclassified,100
3055,UK_5449000294616,E330,Citric Acid,Low,100
3056,UK_5449000294616,E951,E951,Low / Unclassified,100
3057,UK_5057753892302,E150,E150,Low / Unclassified,100
3058,UK_5057753892302,E202,E202,Low / Unclassified,100
3059,UK_5057753892302,E331,E331,Low / Unclassified,100
3060,UK_5057753892302,E331,E331,Low / Unclassified,100
3061,UK_5057753892302,E338,E338,Low / Unclassified,100
3062,UK_5057753892302,E950,E950,Low / Unclassified,100
3063,UK_5057753892302,E955,E955,Low / Unclassified,100
3064,UK_4062139017355,E150,E150,Low / Unclassified,100
3065,UK_4062139017355,E338,E338,Low / Unclassified,100
3066,UK_4062139017355,E950,E950,Low / Unclassified,100
3067,UK_4062139017355,E955,E955,Low / Unclassified,100
3068,UK_5449000334251,E150,E150,Low / Unclassified,100
3069,UK_5449000334251,E202,E202,Low / Unclassified,100
3070,UK_5449000334251,E270,E270,Low / Unclassified,100
3071,UK_5449000334251,E338,E338,Low / Unclassified,100
3072,UK_5449000334251,E950,E950,Low / Unclassified,100
3073,UK_5449000334251,E951,E951,Low / Unclassified,100
3074,UK_5449000334251,E955,E955,Low / Unclassified,100
3075,UK_4060800309167,E150,E150,Low / Unclassified,100
3076,UK_4060800309167,E330,Citric Acid,Low,100
3077,UK_4060800309167,E331,E331,Low / Unclassified,100
3078,UK_4060800309167,E338,E338,Low / Unclassified,100
3079,UK_4060800309167,E950,E950,Low / Unclassified,100
3080,UK_4060800309167,E951,E951,Low / Unclassified,100
3081,UK_5449000000439,E150,E150,Low / Unclassified,100
3082,UK_5449000000439,E338,E338,Low / Unclassified,100
3083,UK_5449000053909,E150,E150,Low / Unclassified,100
3084,UK_5449000053909,E330,Citric Acid,Low,100
3085,UK_5449000053909,E338,E338,Low / Unclassified,100
3086,UK_5449000053909,E950,E950,Low / Unclassified,100
3087,UK_5449000053909,E951,E951,Low / Unclassified,100
3088,UK_4060800308399,E150,E150,Low / Unclassified,100
3089,UK_4060800308399,E338,E338,Low / Unclassified,100
3090,UK_4060800308399,E950,E950,Low / Unclassified,100
3091,UK_4060800308399,E955,E955,Low / Unclassified,100
3092,UK_5449000226457,E150,E150,Low / Unclassified,100
3093,UK_5449000226457,E331,E331,Low / Unclassified,100
3094,UK_5449000226457,E338,E338,Low / Unclassified,100
3095,UK_5449000226457,E950,E950,Low / Unclassified,100
3096,UK_5449000226457,E951,E951,Low / Unclassified,100
3097,UK_54492790,E150,E150,Low / Unclassified,100
3098,UK_54492790,E338,E338,Low / Unclassified,100
3099,UK_4060800306982,E150,E150,Low / Unclassified,100
3100,UK_4060800306982,E330,Citric Acid,Low,100
3101,UK_4060800306982,E331,E331,Low / Unclassified,100
3102,UK_4060800306982,E338,E338,Low / Unclassified,100
3103,UK_4060800306982,E950,E950,Low / Unclassified,100
3104,UK_4060800306982,E951,E951,Low / Unclassified,100
3105,UK_9421902090660,E960,E960,Low / Unclassified,100
3106,UK_9421902090660,E968,E968,Low / Unclassified,100
3107,UK_4060800177155,E150,E150,Low / Unclassified,100
3108,UK_4060800177155,E202,E202,Low / Unclassified,100
3109,UK_4060800177155,E338,E338,Low / Unclassified,100
3110,UK_4060800177155,E950,E950,Low / Unclassified,100
3111,UK_4060800303356,E150,E150,Low / Unclassified,100
3112,UK_4060800303356,E202,E202,Low / Unclassified,100
3113,UK_4060800303356,E330,Citric Acid,Low,100
3114,UK_4060800303356,E338,E338,Low / Unclassified,100
3115,UK_4060800303356,E950,E950,Low / Unclassified,100
3116,UK_4060800303356,E951,E951,Low / Unclassified,100
3117,UK_54492134,E330,Citric Acid,Low,100
3118,UK_54492134,E338,E338,Low / Unclassified,100
3119,UK_54492134,E951,E951,Low / Unclassified,100
3120,UK_5449000020987,E150,E150,Low / Unclassified,100
3121,UK_5449000020987,E331,E331,Low / Unclassified,100
3122,UK_5449000020987,E338,E338,Low / Unclassified,100
3123,UK_5449000020987,E950,E950,Low / Unclassified,100
3124,UK_5449000020987,E951,E951,Low / Unclassified,100
3125,UK_5449000020987,E960,E960,Low / Unclassified,100
3126,UK_5449000060501,E150,E150,Low / Unclassified,100
3127,UK_5449000060501,E202,E202,Low / Unclassified,100
3128,UK_5449000060501,E338,E338,Low / Unclassified,100
3129,UK_5449000060501,E950,E950,Low / Unclassified,100
3130,UK_5449000060501,E951,E951,Low / Unclassified,100
3131,UK_8437021593167,E150,E150,Low / Unclassified,100
3132,UK_8437021593167,E202,E202,Low / Unclassified,100
3133,UK_8437021593167,E211,Sodium Benzoate,High,25
3134,UK_8437021593167,E290,E290,Low / Unclassified,100
3135,UK_8437021593167,E330,Citric Acid,Low,100
3136,UK_8437021593167,E338,E338,Low / Unclassified,100
3137,UK_8437021593167,E955,E955,Low / Unclassified,100
3138,UK_3045320094008,E440,E440,Low / Unclassified,100
3139,UK_3045320094084,E440,E440,Low / Unclassified,100
3140,UK_5014271390420,E440,E440,Low / Unclassified,100
3141,UK_3045320094015,E440,E440,Low / Unclassified,100
3142,UK_3045320094053,E100,E100,Low / Unclassified,100
3143,UK_3045320094053,E1400,E1400,Low / Unclassified,100
3144,UK_3045320094053,E150,E150,Low / Unclassified,100
3145,UK_3045320094053,E322,Lecithin,Low,100
3146,UK_3045320094053,E330,Citric Acid,Low,100
3147,UK_3045320094053,E903,E903,Low / Unclassified,100
3148,UK_4088600090849,E330,Citric Acid,Low,100
3149,UK_4088600090849,E440,E440,Low / Unclassified,100
3150,UK_5065008402114,E440,E440,Low / Unclassified,100
3151,UK_3045320094022,E440,E440,Low / Unclassified,100
3152,UK_3045320512823,E440,E440,Low / Unclassified,100
3153,UK_0637793001008,E330,Citric Acid,Low,100
3154,UK_0637793001008,E440,E440,Low / Unclassified,100
3155,UK_3608580968597,E440,E440,Low / Unclassified,100
3156,UK_5065008402152,E440,E440,Low / Unclassified,100
3157,UK_3045320094091,E440,E440,Low / Unclassified,100
3158,UK_5065008402121,E440,E440,Low / Unclassified,100
3159,UK_3045320094169,E440,E440,Low / Unclassified,100
3160,UK_00074742,E330,Citric Acid,Low,100
3161,UK_00074742,E331,E331,Low / Unclassified,100
3162,UK_00074742,E440,E440,Low / Unclassified,100
3163,UK_3608580968580,E440,E440,Low / Unclassified,100
3164,UK_5057753437909,E330,Citric Acid,Low,100
3165,UK_5057753437909,E331,E331,Low / Unclassified,100
3166,UK_5057753437909,E331,E331,Low / Unclassified,100
3167,UK_5057753437909,E440,E440,Low / Unclassified,100
3168,UK_4006424022365,E330,Citric Acid,Low,100
3169,UK_4006424022365,E420,E420,Low / Unclassified,100
3170,UK_4006424022365,E440,E440,Low / Unclassified,100
3171,UK_5060391624532,E330,Citric Acid,Low,100
3172,UK_5060391624532,E331,E331,Low / Unclassified,100
3173,UK_5060391624532,E440,E440,Low / Unclassified,100
3174,UK_5000436288282,E330,Citric Acid,Low,100
3175,UK_5000436288282,E331,E331,Low / Unclassified,100
3176,UK_5000436288282,E440,E440,Low / Unclassified,100
3177,UK_0637793000902,E330,Citric Acid,Low,100
3178,UK_4056489917908,E330,Citric Acid,Low,100
3179,UK_4056489917908,E440,E440,Low / Unclassified,100
3180,UK_00074988,E330,Citric Acid,Low,100
3181,UK_00074988,E331,E331,Low / Unclassified,100
3182,UK_00074988,E440,E440,Low / Unclassified,100
3183,UK_5060391624433,E440,E440,Low / Unclassified,100
3184,UK_5014271360423,E440,E440,Low / Unclassified,100
3185,UK_0043647160010,E330,Citric Acid,Low,100
3186,UK_0043647160010,E440,E440,Low / Unclassified,100
3187,UK_3608580968603,E440,E440,Low / Unclassified,100
3188,UK_3045320094114,E440,E440,Low / Unclassified,100
3189,UK_5701116208223,E202,E202,Low / Unclassified,100
3190,UK_5701116208223,E440,E440,Low / Unclassified,100
3191,UK_3608580128427,E322,Lecithin,Low,100
3192,UK_3608580128427,E322,Lecithin,Low,100
3193,UK_3608580128427,E440,E440,Low / Unclassified,100
3194,UK_5060391624518,E330,Citric Acid,Low,100
3195,UK_5060391624518,E331,E331,Low / Unclassified,100
3196,UK_5060391624518,E440,E440,Low / Unclassified,100
3197,UK_5000436288350,E330,Citric Acid,Low,100
3198,UK_5000436288350,E331,E331,Low / Unclassified,100
3199,UK_5000436288350,E440,E440,Low / Unclassified,100
3200,UK_5000119002501,E330,Citric Acid,Low,100
3201,UK_5000119002501,E331,E331,Low / Unclassified,100
3202,UK_5000119002501,E331,E331,Low / Unclassified,100
3203,UK_5000119002501,E440,E440,Low / Unclassified,100
3204,UK_3045320097863,E440,E440,Low / Unclassified,100
3205,UK_4088600098753,E440,E440,Low / Unclassified,100
3206,UK_3045320094145,E440,E440,Low / Unclassified,100
3207,UK_5014271300429,E440,E440,Low / Unclassified,100
3208,UK_5057545734872,E330,Citric Acid,Low,100
3209,UK_5057545734872,E331,E331,Low / Unclassified,100
3210,UK_5057545734872,E331,E331,Low / Unclassified,100
3211,UK_5057545734872,E440,E440,Low / Unclassified,100
3212,UK_5000436288473,E330,Citric Acid,Low,100
3213,UK_5000436288473,E331,E331,Low / Unclassified,100
3214,UK_5000436288473,E440,E440,Low / Unclassified,100
3215,UK_6003770009291,E150,E150,Low / Unclassified,100
3216,UK_01191905,E330,Citric Acid,Low,100
3217,UK_01191905,E440,E440,Low / Unclassified,100
3218,UK_5014271330426,E440,E440,Low / Unclassified,100
3219,UK_0043647410016,E330,Citric Acid,Low,100
3220,UK_0043647410016,E440,E440,Low / Unclassified,100
3221,UK_5054269765397,E330,Citric Acid,Low,100
3222,UK_5054269765397,E331,E331,Low / Unclassified,100
3223,UK_5054269765397,E440,E440,Low / Unclassified,100
3224,UK_0637793004931,E330,Citric Acid,Low,100
3225,UK_0637793004931,E440,E440,Low / Unclassified,100
3226,UK_5057967306596,E150,E150,Low / Unclassified,100
3227,UK_5057967306596,E330,Citric Acid,Low,100
3228,UK_5057967306596,E331,E331,Low / Unclassified,100
3229,UK_5057967306596,E440,E440,Low / Unclassified,100
3230,UK_4088600522692,E330,Citric Acid,Low,100
3231,UK_4088600522692,E331,E331,Low / Unclassified,100
3232,UK_4088600522692,E440,E440,Low / Unclassified,100
3233,UK_4088600334608,E330,Citric Acid,Low,100
3234,UK_4088600334608,E440,E440,Low / Unclassified,100
3235,UK_5035660136627,E330,Citric Acid,Low,100
3236,UK_5035660136627,E331,E331,Low / Unclassified,100
3237,UK_5035660136627,E440,E440,Low / Unclassified,100
3238,UK_5000128742283,E330,Citric Acid,Low,100
3239,UK_5000128742283,E331,E331,Low / Unclassified,100
3240,UK_5000128742283,E440,E440,Low / Unclassified,100
3241,UK_29078677,E330,Citric Acid,Low,100
3242,UK_29078677,E440,E440,Low / Unclassified,100
3243,UK_4061461340384,E440,E440,Low / Unclassified,100
3244,UK_5000354168567,E330,Citric Acid,Low,100
3245,UK_5000354168567,E331,E331,Low / Unclassified,100
3246,UK_5000354168567,E440,E440,Low / Unclassified,100
3247,UK_00427616,E330,Citric Acid,Low,100
3248,UK_00427616,E440,E440,Low / Unclassified,100
3249,UK_5010251755524,E330,Citric Acid,Low,100
3250,UK_5010251755524,E331,E331,Low / Unclassified,100
3251,UK_5010251755524,E440,E440,Low / Unclassified,100
3252,UK_0637793002500,E330,Citric Acid,Low,100
3253,UK_0637793002500,E440,E440,Low / Unclassified,100
3254,UK_00881944,E330,Citric Acid,Low,100
3255,UK_00881944,E331,E331,Low / Unclassified,100
3256,UK_5000119450012,E330,Citric Acid,Low,100
3257,UK_5000119450012,E331,E331,Low / Unclassified,100
3258,UK_5000119450012,E440,E440,Low / Unclassified,100
3259,UK_0043647190017,E331,E331,Low / Unclassified,100
3260,UK_0043647190017,E440,E440,Low / Unclassified,100
3261,UK_50354061,E330,Citric Acid,Low,100
3262,UK_50354061,E331,E331,Low / Unclassified,100
3263,UK_50354061,E440,E440,Low / Unclassified,100
3264,UK_00030182,E330,Citric Acid,Low,100
3265,UK_00030182,E331,E331,Low / Unclassified,100
3266,UK_00030182,E440,E440,Low / Unclassified,100
3267,UK_00819473,E330,Citric Acid,Low,100
3268,UK_00819473,E331,E331,Low / Unclassified,100
3269,UK_00819473,E440,E440,Low / Unclassified,100
3270,UK_4088600369044,E440,E440,Low / Unclassified,100
3271,UK_4088600098760,E300,E300,Low / Unclassified,100
3272,UK_4088600098760,E440,E440,Low / Unclassified,100
3273,UK_4061461340438,E440,E440,Low / Unclassified,100
3274,UK_50183364,E141,E141,Low / Unclassified,100
3275,UK_50183364,E141,E141,Low / Unclassified,100
3276,UK_50183364,E161,E161,Low / Unclassified,100
3277,UK_50183364,E330,Citric Acid,Low,100
3278,UK_50183364,E331,E331,Low / Unclassified,100
3279,UK_50183364,E440,E440,Low / Unclassified,100
3280,UK_01135459,E330,Citric Acid,Low,100
3281,UK_01135459,E331,E331,Low / Unclassified,100
3282,UK_01135459,E440,E440,Low / Unclassified,100
3283,UK_4088600479910,E330,Citric Acid,Low,100
3284,UK_4088600479910,E331,E331,Low / Unclassified,100
3285,UK_4088600479910,E440,E440,Low / Unclassified,100
3286,UK_4088600438597,E330,Citric Acid,Low,100
3287,UK_4088600438597,E440,E440,Low / Unclassified,100
3288,UK_1103086260005,E330,Citric Acid,Low,100
3289,UK_1103086260005,E440,E440,Low / Unclassified,100
3290,UK_00074896,E330,Citric Acid,Low,100
3291,UK_00074896,E331,E331,Low / Unclassified,100
3292,UK_00074896,E440,E440,Low / Unclassified,100
3293,UK_1105729420005,E330,Citric Acid,Low,100
3294,UK_1105729420005,E440,E440,Low / Unclassified,100
3295,UK_00847957,E330,Citric Acid,Low,100
3296,UK_00847957,E331,E331,Low / Unclassified,100
3297,UK_00847957,E440,E440,Low / Unclassified,100
3298,UK_29077243,E330,Citric Acid,Low,100
3299,UK_29077243,E331,E331,Low / Unclassified,100
3300,UK_29077243,E440,E440,Low / Unclassified,100
3301,UK_5057967306619,E330,Citric Acid,Low,100
3302,UK_5057967306619,E331,E331,Low / Unclassified,100
3303,UK_5057967306619,E440,E440,Low / Unclassified,100
3304,UK_00457651,E330,Citric Acid,Low,100
3305,UK_00457651,E331,E331,Low / Unclassified,100
3306,UK_00457651,E440,E440,Low / Unclassified,100
3307,UK_4061461898519,E330,Citric Acid,Low,100
3308,UK_4061461898519,E331,E331,Low / Unclassified,100
3309,UK_4061461898519,E440,E440,Low / Unclassified,100
3310,UK_4088600116983,E330,Citric Acid,Low,100
3311,UK_4088600116983,E331,E331,Low / Unclassified,100
3312,UK_4088600116983,E440,E440,Low / Unclassified,100
3313,UK_5060391629513,E330,Citric Acid,Low,100
3314,UK_5060391629513,E440,E440,Low / Unclassified,100
3315,UK_50354078,E330,Citric Acid,Low,100
3316,UK_50354078,E331,E331,Low / Unclassified,100
3317,UK_50354078,E440,E440,Low / Unclassified,100
