nutrition_id,product_id,basis,energy_kcal,protein_g,fat_g,saturated_fat_g,sugars_g,fiber_g,sodium_mg,uk_npm_nutrition_score
604,IN_8906020460676,per_100g,247.0,10.0,2.27,,4.0,6.38,0.0,85.45
605,IN_8906020460027,per_100g,227.0,6.57,0.52,0.1,3.0,2.9,497.0,72.73
606,IN_8901063344129,per_100g,245.0,8.3,2.0,0.6,1.5,4.4,478.6,74.55
607,IN_8904043551494,per_100g,285.0,6.8,3.6,2.3,10.2,0.0,307.0,61.82
608,IN_8901063342354,per_100g,250.3,7.2,1.3,0.2,2.6,,446.5,67.27
609,IN_8904043551524,per_100g,,,,,,,0.0,72.73
610,IN_8908009059307,per_100g,252.4,11.58,3.16,0.54,9.26,6.14,254.80000000000004,78.18
611,IN_8906031251225,per_100g,,,,,,,0.0,72.73
612,IN_8906007612913,per_100g,,,,,,,0.0,72.73
613,IN_8902027006169,per_100g,248.41,10.2,2.49,1.07,4.91,6.35,501.70000000000005,72.73
614,IN_8901063338623,per_100g,260.0,9.0,4.0,0.5,1.5,7.0,0.0,85.45
615,IN_8901063342934,per_100g,245.0,8.3,2.0,,,,0.0,76.36
616,IN_8906020580138,per_100g,256.0,8.0,4.0,2.0,1.43,3.0,270.0,74.55
617,IN_8908009059246,per_100g,242.0,15.24,1.68,0.22,3.34,4.88,356.38,80.0
618,IN_0760412594770,per_100g,,12.0,7.2,0.19,26.0,2.5,2800.0,49.09
619,IN_8901063341852,per_100g,279.0,6.9,1.8,0.7,,,242.0,70.91
620,IN_8901063325784,per_100g,432.0,9.0,8.0,3.7,21.0,,213.4,47.27
621,IN_8906020460010,per_100g,244.76,7.57,0.96,0.19,4.04,2.0,504.84,69.09
622,IN_8901063342910,per_100g,246.0,7.3,1.5,0.2,2.1,2.9,547.2,69.09
623,IN_8906001387039,per_100g,282.0,10.77,2.23,1.09,6.21,5.28,0.0,81.82
624,IN_8901063343276,per_100g,504.0,19.2,8.6,2.0,2.8,13.0,339.2,72.73
625,IN_8906029110060,per_100g,248.4,12.7,0.7,0.2,,7.98,0.0,85.45
626,IN_8904474000189,per_100g,,,,,,,0.0,72.73
627,IN_8908009059208,per_100g,246.03,12.28,1.43,0.17,3.65,7.3,353.68,80.0
628,IN_8906020461116,per_100g,317.26,7.02,7.7,4.06,20.28,3.2,357560.0,38.18
629,IN_8906076131698,per_100g,251.0,10.0,2.0,,,10.0,0.0,85.45
630,IN_8906076131223,per_100g,397.78,12.3,3.46,0.44,4.63,3.4,459.9,58.18
631,IN_8908002735321,per_100g,283.86,12.15,2.18,0.4,5.31,2.0,498.3,69.09
632,IN_8906117360032,per_100g,280.7,8.2,2.9,1.1,7.2,6.1,415.9,74.55
633,IN_8904067701387,per_100g,410.0,19.0,6.0,1.0,3.0,12.0,0.0,81.82
634,IN_8908002735055,per_100g,252.0,7.6,1.5,0.5,20.5,,0.0,67.27
635,IN_8906149280650,per_100g,,,,,,,0.0,72.73
636,IN_8904474000332,per_100g,306.0,10.2,5.31,0.74,4.2,6.4,524.0,76.36
637,IN_8901063338838,per_100g,246.0,7.6,0.0,,,,0.0,74.55
638,IN_8904043500072,per_100g,272.0,7.4,2.05,1.4,12.58,,395.0,61.82
639,IN_8906029605344,per_100g,270.0,11.39,1.66,1.2,0.3,,588.0,63.64
640,IN_8906020460683,per_100g,251.0,9.3,1.19,0.42,3.6,6.4,480.0,76.36
641,IN_8904043553054,per_100g,272.0,7.4,2.05,1.4,,,0.0,72.73
642,IN_8908001588560,per_100g,276.060606060606,8.48484848484848,4.24242424242424,1.21212121212121,0.0,19.0909090909091,650.0,61.82
643,IN_8901063338494,per_100g,,,,,,,0.0,72.73
644,IN_8908001032117,per_100g,249.22,14.42,1.1,0.32,4.18,6.68,320520.0,58.18
645,IN_8908001032124,per_100g,260.0,9.0,4.0,0.5,2.0,7.0,0.0,85.45
646,IN_8908002105117,per_100g,276.0,9.43,3.5,2.1,4.8,,0.0,70.91
647,IN_8904244300341,per_100g,,,,,,,0.0,72.73
648,IN_8904043551609,per_100g,255.0,7.3,1.49,0.78,11.61,1.8,369.40000000000003,65.45
649,IN_8901063325609,per_100g,433.0,9.0,8.3,3.9,23.0,0.0,222.0,45.45
650,IN_8906007702263,per_100g,307.0,9.69,5.33,2.53,4.16,2.73,112.0,74.55
651,IN_8901030535895,per_100g,,,,,,,0.0,72.73
652,IN_89009758,per_100g,,,,,,,0.0,72.73
653,IN_89009949,per_100g,600.0,100.0,,,,,0.0,69.09
654,IN_8901262151306,per_100g,110.0,3.5,5.0,3.05,12.0,0.5,57.5,65.45
655,IN_89080528,per_100g,56.0,2.2,1.5,1.3,6.7,0.0,0.0,70.91
656,IN_8901030904561,per_100g,,,,,,,0.0,72.73
657,IN_8901036162514,per_100g,,,,,,,0.0,72.73
658,IN_8901058898330,per_100g,69.0,3.2,1.6,1.3,8.1,0.0,82.69999999999999,70.91
659,IN_89008669,per_100g,,,,,,,0.0,72.73
660,IN_8901058867015,per_100g,,,,,,,0.0,72.73
661,IN_89080306,per_100g,,,,,,,0.0,72.73
662,IN_8904132946972,per_100g,,,,,,,0.0,72.73
663,IN_8901090328802,per_100g,,,,,,,0.0,72.73
664,IN_89006740,per_100g,,,,,,,0.0,72.73
665,IN_8906144490498,per_100g,,,,,,,0.0,72.73
666,IN_8901036163351,per_100g,,,,,,,0.0,72.73
667,IN_8909106013919,per_100g,,,,,,,0.0,50.0
668,IN_8906088701667,per_100g,17.0,10.0,0.0,0.0,0.0,0.0,0.0,78.18
669,IN_8904384814005,per_100g,,,,,,,0.0,72.73
670,IN_89080047,per_100g,,,,,,,0.0,72.73
671,IN_8901090326051,per_100g,,,,,,,0.0,72.73
672,IN_89006733,per_100g,,,,,,,0.0,72.73
673,IN_8909106009622,per_100g,,,,,,,0.0,50.0
674,IN_8906031933602,per_100g,,,,,,,0.0,72.73
675,IN_8901090328574,per_100g,,,,,,,0.0,72.73
676,IN_8901036173435,per_100g,,,,,,,0.0,72.73
677,IN_8801037006391,per_100g,416.66666666667,0.0,13.333333333333,13.333333333333,50.0,,83.33333333333199,27.27
678,IN_5050001665833,per_100g,354.0,21.0,0.0,,,,0.0,74.55
679,IN_8909106066410,per_100g,412.0,,5.4,,78.2,,239.2,41.82
680,IN_8901030733994,per_100g,,,,,,,0.0,50.0
681,IN_8906031934968,per_100g,,,,,,,0.0,72.73
682,IN_8906161170397,per_100g,,,,,,,0.0,72.73
683,IN_8901030625381,per_100g,,0.2,0.0,0.0,0.0,0.0,0.0,72.73
684,IN_8904293723153,per_100g,,,,,,,0.0,72.73
685,IN_8901030974618,per_100g,,,,,,,0.0,72.73
686,IN_8908002359107,per_100g,360.0,0.1,17.0,,,,0.0,65.45
687,IN_96831434,per_100g,92.3,0.79,3.0,3.0,11.6,1.5,63.90800000000001,65.45
688,IN_8906002770175,per_100g,92.0,3.4,2.8,2.1,9.0,,0.0,69.09
689,IN_8906020580916,per_100g,28.4,1.1,0.0,0.0,0.0,0.8,0.0,72.73
690,IN_8901725006402,per_100g,388.0,4.7,0.0,,62.8,,110.8,45.45
691,IN_8908011648414,per_100g,402.0,10.7,4.4,2.25,52.72,0.0,238.4,38.18
692,IN_8906144490474,per_100g,,,,,,,0.0,72.73
693,IN_4988563400498,per_100g,,,,,,,0.0,72.73
694,IN_8901030986888,per_100g,,,,,,,0.0,72.73
695,IN_8901058904192,per_100g,,,,,,,0.0,72.73
696,IN_8901058904321,per_100g,,,,,,,0.0,72.73
697,IN_5059603179281,per_100g,375.0,16.0,2.0,,,,0.0,74.55
698,IN_8998666003027,per_100g,434.0,5.6,9.7,9.6,62.0,,80.8,29.09
699,IN_8904293731158,per_100g,,,,,,,0.0,72.73
700,IN_8901058016055,per_100g,,,,,,,0.0,72.73
701,IN_8906150346598,per_100g,,,,,,,0.0,50.0
702,IN_3265490008012,per_100g,416.0,13.0,40.0,15.0,0.5,,720.0,32.73
703,IN_8901030717253,per_100g,,,,,,,0.0,50.0
704,IN_4260302890082,per_100g,,,,,,,0.0,72.73
705,IN_8901058895322,per_100g,,,,,,,0.0,50.0
706,IN_2000000133525,per_100g,,,,,,,0.0,50.0
707,IN_8908014388034,per_100g,23.5,1.17,0.1,0.0,0.0,0.0,0.0,72.73
708,IN_8904132917552,per_100g,,,,,,,0.0,72.73
709,IN_8901036393185,per_100g,,,,,,,0.0,72.73
710,IN_8906031932674,per_100g,,,,,,,0.0,72.73
711,IN_89080153,per_100g,166.0,4.2,2.9,,,,10916.0,50.91
712,IN_8901725123123,per_100g,0.0,0.0,0.0,0.0,0.0,0.0,15640.0,54.55
713,IN_0846203004885,per_100g,544.0,9.0,36.0,8.0,9.0,5.0,813.0,38.18
714,IN_89080672,per_100g,,,,,,,0.0,72.73
715,IN_8904004400014,per_100g,600.0,12.9411764705882,43.5294117647059,11.5294117647059,0.0,4.82352941176471,771.0,36.36
716,IN_8906066202476,per_100g,238.0,7.0,6.0,1.0,26.0,,0.0,65.45
717,IN_0840222000149,per_100g,348.0,10.14,1.6,0.0,0.0,,20.0,74.55
718,IN_8901786061006,per_100g,338.0,5.0,3.4,0.4,6.2,,20000.0,45.45
719,IN_8901786411009,per_100g,20.0,1.0,1.0,,,,0.0,72.73
720,IN_8903363002181,per_100g,333.4,26.2,5.8,0.77,0.55,,40.2,74.55
721,IN_8901786161003,per_100g,400.0,18.0,12.0,2.0,0.6,,2400.0,45.45
722,IN_8901662025061,per_100g,202.0,4.9,3.5,0.4,9.0,,16480.0,49.09
723,IN_8903363002693,per_100g,433.73,17.86,16.61,0.62,0.0,,0.0,72.73
724,IN_8904004400069,per_100g,592.0,12.93,43.5,11.5,0.0,,308.40000000000003,36.36
725,IN_8901192114006,per_100g,381.31,11.12,6.27,,1.66,,0.0,74.55
726,IN_8901725125141,per_100g,,,,,,,0.0,72.73
727,IN_8902901222517,per_100g,,,,,,,0.0,50.0
728,IN_8906190331516,per_100g,,,,,,,0.0,72.73
729,IN_8906021121156,per_100g,378.3,13.0,13.1,1.3,2.2,,2040.0,45.45
730,IN_8901725125349,per_100g,,,,,,,0.0,72.73
731,IN_8906066206115,per_100g,268.0,7.8,3.2,0.9,21.5,,14163.4,41.82
732,IN_8904109465826,per_100g,,,,,,,0.0,50.0
733,IN_8906030992099,per_100g,32.0,1.4,1.7,,0.1,3.2,30.4,78.18
734,IN_8906021123105,per_100g,,,,,,,0.0,72.73
735,IN_8902901231373,per_100g,,,,,,,0.0,72.73
736,IN_8904209304087,per_100g,,,,,,,0.0,72.73
737,IN_8903023005903,per_100g,,,,,,,0.0,72.73
738,IN_8906021120449,per_100g,,,,,,,0.0,72.73
739,IN_8906033531394,per_100g,394.4,17.7,9.0,2.2,,,358.70000000000005,65.45
740,IN_8906021120678,per_100g,,,,,,,0.0,72.73
741,IN_3948537078321,per_100g,,,,,,,0.0,72.73
742,IN_0000101403187,per_100g,,,,,,,0.0,72.73
743,IN_8901786380503,per_100g,,,,,,,0.0,72.73
744,IN_8902901222777,per_100g,,,,,,,0.0,50.0
745,IN_8908001105446,per_100g,247.0,3.99,1.24,0.35,0.0,,10.0,70.91
746,IN_8906056740025,per_100g,148.0,6.0,4.0,0.3,,,55.0,76.36
747,IN_8906021121859,per_100g,439.3,17.0,16.5,11.0,1.0,,55.5,45.45
748,IN_8904238400187,per_100g,190.0,12.0,40.0,,,,0.0,70.91
749,IN_8906001052005,per_100g,374.0,8.9,11.7,2.8,31.1,,3060.0,32.73
750,IN_8901042968711,per_100g,,,,,,,0.0,72.73
751,IN_8908001105231,per_100g,318.0,12.0,17.3,3.26,10.3,,30.0,67.27
752,IN_8904209302137,per_100g,,,,,,,0.0,50.0
753,IN_8906021122436,per_100g,,,,,,,0.0,72.73
754,IN_8902901222227,per_100g,246.0,15.9,6.2,1.1,0.7,,0.0,74.55
755,IN_8901662037828,per_100g,480.0,13.7,27.5,12.2,3.9,1.6,2230.0,27.27
756,IN_8902167000317,per_100g,304.0,11.5,6.8,0.0,0.0,,0.0,76.36
757,IN_8901440013099,per_100g,,,,,,,0.0,72.73
758,IN_8903023006047,per_100g,,,,,,,0.0,72.73
759,IN_8901440023166,per_100g,,,,,,,0.0,50.0
760,IN_8904209322067,per_100g,,,,,,,0.0,72.73
761,IN_9825809935039,per_100g,184.0,7.5,4.8,,0.0,,0.0,76.36
762,IN_8903023281727,per_100g,,,,,,,0.0,50.0
763,IN_8902901222654,per_100g,,,,,,,0.0,72.73
764,IN_8901725125370,per_100g,,,,,,,0.0,72.73
765,IN_8906044920231,per_100g,,,,,,,0.0,72.73
766,IN_8903023003466,per_100g,,,,,,,0.0,72.73
767,IN_8906108302478,per_100g,,,,,,,0.0,72.73
768,IN_8836473163230,per_100g,255.4,7.1,2.7,0.9,25.9,,13465.199999999999,40.0
769,IN_8904012501017,per_100g,369.0,8.7,1.8,0.2,0.6,,40.2,74.55
770,IN_8904043927428,per_100g,248.0,6.4,4.9,0.9,9.3,,10189.0,45.45
771,IN_8902901065824,per_100g,,,,,,,0.0,72.73
772,IN_8901537074354,per_100g,350.0,9.7,2.5,0.0,0.0,,0.0,74.55
773,IN_8904043902326,per_100g,722.0,12.0,2.6,,0.1,15.2,10200.0,47.27
774,IN_0690225101103,per_100g,344.0,6.7,0.5,,,0.0014,105.0,70.91
775,IN_8901537074934,per_100g,358.488888888889,8.33333333333333,0.511111111111111,0.0,0.0,3.02222222222222,0.0,80.0
776,IN_8901537007123,per_100g,359.377777777778,8.48888888888889,0.577777777777778,0.177777777777778,0.0,1.71111111111111,1.7111111111111101,76.36
777,IN_8901537074231,per_100g,350.0,8.8,0.47,0.1,0.0,1.6,1.7,76.36
778,IN_0690225101134,per_100g,354.0,9.0,0.45,,0.0,,0.5,74.55
779,IN_8906008812817,per_100g,361.3,7.4,1.6,0.7,0.5,4.3,0.9,80.0
780,IN_8904083504870,per_100g,378.0,8.0,1.7,0.0,0.0,2.7,100.0,74.55
781,IN_8901537007116,per_100g,384.0,8.2,0.5,0.1,0.0,1.9,0.75,76.36
782,IN_0690225309134,per_100g,344.0,6.7,0.5,,,,0.0,72.73
783,IN_8905532000400,per_100g,375.0,9.0,0.4,,,1.0,0.0,76.36
784,IN_8906008811766,per_100g,356.0,12.0,4.0,1.0,1.0,,0.0,74.55
785,IN_8939997880796,per_100g,350.0,10.04,0.44,,,0.88,0.0,74.55
786,IN_8904293725041,per_100g,,,,,,,0.0,50.0
787,IN_8901537078314,per_100g,,,,,,,0.0,72.73
788,IN_8906012230119,per_100g,356.7,8.05,0.94,,,8.05,0.0,83.64
789,IN_8904043902319,per_100g,354.0,7.0,1.4,0.3,0.5,6.0,4.8999999999999995,81.82
790,IN_8901047001055,per_100g,354.0,8.0,0.6,0.0,0.0,,0.0,72.73
791,IN_8906084410617,per_100g,387.35632183908,9.19540229885057,13.7931034482759,2.29885057471264,4.59770114942529,5.74712643678161,1991.95402298851,50.91
792,IN_8904049650580,per_100g,349.0,8.0,0.5,0.100000001490116,,1.5,0.0,74.55
793,IN_8901537076679,per_100g,126.206896551724,3.3448275862069,0.862068965517241,,,0.827586206896552,0.0,74.55
794,IN_2000000146048,per_100g,,,,,,,0.0,72.73
795,IN_0690225106948,per_100g,,,,,,,0.0,72.73
796,IN_8904064622517,per_100g,,,,,,,0.0,50.0
797,IN_0690225101127,per_100g,345.0,9.0,0.45,,,,0.0,74.55
798,IN_8906117001775,per_100g,350.0,6.0,0.4,,0.0,2.4,0.0,74.55
799,IN_8908022656071,per_100g,345.0,8.5,0.0,0.0,,2.4,2.0,78.18
800,IN_0690225103633,per_100g,355.0,9.0,0.9,0.9,0.9,,0.0,74.55
801,IN_8901537021631,per_100g,,,,,,,0.0,72.73
802,IN_8908011819005,per_100g,346.0,6.4,0.0004,,,2.3,0.0,74.55
803,IN_8906007289238,per_100g,,,,,,,0.0,72.73
804,IN_8904132969995,per_100g,,,,,,,0.0,72.73
805,IN_8908005088660,per_100g,,,,,,,0.0,72.73
806,IN_8904132942660,per_100g,,,,,,,0.0,72.73
807,IN_8908015382277,per_100g,,,,,,,0.0,72.73
808,IN_2064659000055,per_100g,371.333333333333,17.0,4.0,0.8,,,0.0,74.55
809,IN_8906167244542,per_100g,,,,,,,0.0,72.73
810,IN_0690225106467,per_100g,,,,,,,0.0,72.73
811,IN_7611131150002,per_100g,352.0,8.0,0.0,0.0,0.2,3.0,3.0,78.18
812,IN_8903553601613,per_100g,200.0,3.39,11.3,3.19,3.26,,4358.86,45.45
813,IN_8904071700031,per_100g,160.0,1.0,11.0,5.0,0.0,1.0,85.0,65.45
814,IN_8903241110038,per_100g,200.0,3.33333333333333,14.6666666666667,4.33333333333333,2.0,,4770.0,43.64
815,IN_8903241110076,per_100g,138.0,3.3,3.2,1.0,3.6,,1815.0,52.73
816,IN_8903553601460,per_100g,200.0,3.39,11.3,3.19,3.26,,0.0,67.27
817,IN_8903553601491,per_100g,209.0,3.3,11.1,3.7,3.6,,4552.0,45.45
818,IN_8901095000451,per_100g,185.0,3.31,11.71,1.92,5.72,,3700.0,47.27
819,IN_8901246003614,per_100g,137.0,0.5,13.0,2.3,0.0,3.0,720.0,60.0
820,IN_8906001050742,per_100g,140.0,2.0,9.33333333333333,2.0,5.33333333333333,0.0,0.0,69.09
821,IN_8904246910333,per_100g,205.0,3.06,14.87,2.51,8.92,,5440.0,45.45
822,IN_8906001050865,per_100g,,,,,,,0.0,72.73
823,IN_8904053502493,per_100g,278.57,10.63,12.33,1.3,,,0.0,74.55
824,IN_8904296903101,per_100g,146.77,1.88,11.77,3.08,1.6,,4155.1900000000005,47.27
825,IN_8904264000627,per_100g,130.0,3.0,19.0,3.7,,,0.0,67.27
826,IN_8903241110984,per_100g,249.0,4.3,16.4,5.8,2.4,,1886.0,40.0
827,IN_8901560141436,per_100g,150.0,1.4,12.3,3.1,3.5,1.8,4636.0,49.09
828,IN_8906147170700,per_100g,,,,,,,0.0,72.73
829,IN_8901560000436,per_100g,150.0,1.4,12.3,3.1,3.5,1.8,4636.0,49.09
830,IN_8905507003146,per_100g,100.0,2.0,7.0,0.5,1.0,,4801.0,52.73
831,IN_8904246910012,per_100g,209.0,1.7,17.1,3.2,2.6,,5130.0,45.45
832,IN_8906021129961,per_100g,136.8,2.7,8.8,2.8,1.4,0.0,5263.0,49.09
833,IN_8904293721692,per_100g,91.97,1.73,2.87,1.39,5.62,,593.36,58.18
834,IN_8901483002395,per_100g,5.01,0.21,0.02,0.0,,,0.0,72.73
835,IN_8906001050711,per_100g,142.0,2.0,9.3,2.0,5.3,,4730.0,49.09
836,IN_8901042955094,per_100g,109.0,1.7,7.7,1.2,1.7,,5044.0,50.91
837,IN_8906021129992,per_100g,199.0,1.9,11.6,2.9,1.9,,4340.0,47.27
838,IN_8906132640591,per_100g,168.0,5.0,8.0,,,,0.0,74.55
839,IN_8905507001050,per_100g,250.0,7.0,21.0,3.0,0.5,,3322.0,45.45
840,IN_8906003656423,per_100g,298.0,2.8,16.0,3.2,,,0.0,63.64
841,IN_0630456848415,per_100g,331.9,7.89,26.55,,,,0.0,72.73
842,IN_0846597026029,per_100g,120.0,2.4,6.0,0.7,0.0,,0.0,72.73
843,IN_8904103032017,per_100g,0.0,0.4,2.4,0.3,1.5,0.7,35.0,72.73
844,IN_8906020932159,per_100g,118.15,2.97,7.63,,,,2116.0,52.73
845,IN_8906132960828,per_100g,,,,,,,0.0,72.73
846,IN_8906132960835,per_100g,,,,,,,0.0,72.73
847,IN_3297387000137,per_100g,106.0,1.1,9.0,1.0,1.7,,212.0,67.27
848,IN_8901095000475,per_100g,,,,,,,0.0,72.73
849,IN_8906021128735,per_100g,146.0,2.0,10.0,2.0,0.0,0.0,5200.0,50.91
850,IN_8906033951369,per_100g,252.0,4.1,19.8,3.6,2.2,0.0,5844.0,43.64
851,IN_8908005754022,per_100g,218.5,2.49,16.48,6.97,,,0.0,60.0
852,IN_8906095480920,per_100g,,,,,,,0.0,72.73
853,IN_8906081949936,per_100g,103.0,0.8,9.6,2.4,1.3,,1270.0,49.09
854,IN_8904288612028,per_100g,99.16,2.42,4.12,0.34,1.55,,5140.0,52.73
855,IN_8901483011960,per_100g,13.0,0.6,0.0,,1.4,,746.0,58.18
856,IN_8906074081988,per_100g,321.0,2.0,28.0,4.0,6.0,,2661.0,40.0
857,IN_8906078890159,per_100g,227.0,2.0,18.0,16.0,5.0,4.0,4451.0,38.18
858,IN_8906090400923,per_100g,43.0,0.0,0.0,0.0,0.0,1.0,960.0,56.36
859,IN_8904071302419,per_100g,,,,,,,0.0,72.73
860,IN_8939117991388,per_100g,100.0,0.0,6.7,,0.0,6.7,1600.0,61.82
861,IN_8906108640631,per_100g,131.69,1.19,7.89,0.55,2.4,,3351.6499999999996,52.73
862,IN_8908005144014,per_100g,391.428571428571,10.8571428571429,11.4285714285714,3.42857142857143,30.8571428571429,11.4285714285714,110.0,56.36
863,IN_8908005144359,per_100g,368.888888888889,12.2222222222222,8.0,1.55555555555556,16.2222222222222,9.77777777777778,272.444444444444,60.0
864,IN_8908005144366,per_100g,400.0,12.4444444444444,12.0,3.11111111111111,27.3333333333333,9.11111111111111,280.444444444444,50.91
865,IN_8410076601445,per_100g,479.0,10.2,20.7,2.4,25.6,6.6,356.0,54.55
866,IN_8906009532998,per_100g,204.0,4.1,10.2,1.8,1.3,2.3,47.5,74.55
867,IN_8906009079707,per_100g,392.0,7.3,14.0,2.7,25.3,5.3,120.0,60.0
868,IN_8906009531236,per_100g,385.714285714286,9.42857142857143,11.1428571428571,2.85714285714286,24.2857142857143,3.42857142857143,135.142857142857,56.36
869,IN_8908005144441,per_100g,457.142857142857,29.5714285714286,20.5714285714286,3.85714285714286,21.5714285714286,12.7142857142857,103.571428571429,56.36
870,IN_8904335602064,per_100g,404.0,9.0,12.6,4.4,28.0,11.0,120.0,52.73
871,IN_0787099843700,per_100g,471.0,8.25,18.5,5.0,19.5,,0.0,49.09
872,IN_8480024754288,per_100g,424.0,5.8,13.0,6.4,29.0,,160.0,40.0
873,IN_8906080604133,per_100g,497.0,16.1,39.0,4.1,5.0,8.0,797.0,47.27
874,IN_8901595873258,per_100g,61.0,2.0,0.7,0.4,2.6,2.2,3686.0,60.0
875,IN_5000171010025,per_100g,151.0,20.4,7.8,1.6,0.0,,360.0,72.73
876,IN_5000232192202,per_100g,217.0,19.7,21.3,3.8,0.1,0.0,260.0,67.27
877,IN_8906080604676,per_100g,50.4,0.0,0.0,0.0,11.9,0.0,2.5,69.09
878,IN_4800024572509,per_100g,71.0,0.4,0.1,,16.2,,1.7,67.27
879,IN_8906020580350,per_100g,137.16,0.6,,,21.5,1.24,1.35,65.45
880,IN_8901030902369,per_100g,314.285714285714,4.76190476190476,2.85714285714286,0.952380952380952,14.2857142857143,3.80952380952381,5.52380952380952,70.91
881,IN_8901030902383,per_100g,327.272727272727,4.54545454545455,2.72727272727273,,,,0.0,69.09
882,IN_8901595971244,per_100g,300.0,4.0,0.66666666666667,0.0,20.0,,8440.0,41.82
883,IN_8901595971220,per_100g,47.7,0.6,0.0,,25.8333333333333,5.0,1190.752,54.55
884,IN_8901030900112,per_100g,341.0,4.8780487804878,2.9268292682927,0.97560975609756,15.609756097561,3.9024390243902,3912.1951219512,49.09
885,IN_8901030921636,per_100g,344.0,13.6,5.6,3.2,17.6,2.4,3417.68,40.0
886,IN_8901030900105,per_100g,27.649769585253,0.43010752688172,0.43010752688172,0.2457757296467,2.7035330261137,0.36866359447005,310.29185867895995,67.27
887,IN_8901030900297,per_100g,360.0,5.2,6.2,3.0,14.6,,4374.0,38.18
888,IN_8901595971237,per_100g,346.153846153846,3.07692307692308,1.53846153846154,0.769230769230769,35.3846153846154,6.92307692307692,5338.46153846154,43.64
889,IN_8901030757501,per_100g,52.3,0.6,1.1,0.52,4.15,0.5,521.22,63.64
890,IN_8901030900303,per_100g,,,,,,,0.0,72.73
891,IN_8901030555442,per_100g,,,,,,,0.0,72.73
892,IN_8901030900150,per_100g,330.0,13.5,3.4,1.5,23.4,1.4,4363.0,38.18
893,IN_8901030518232,per_100g,,,,,,,0.0,72.73
894,IN_8901595961412,per_100g,327.27272727273,5.2727272727273,1.2727272727273,0.54545454545455,29.090909090909,,8760.0,36.36
895,IN_8906097592911,per_100g,354.2,51.1,2.8,0.52,8.0,8.9,3480.7000000000003,54.55
896,IN_8906108530802,per_100g,,,,,,,0.0,72.73
897,IN_7108326644922,per_100g,600.0,20.0,20.0,3.33333333333333,10.0,20.0,1466.66666666667,41.82
898,IN_8901030743146,per_100g,,,,,,,0.0,50.0
899,IN_8901725007102,per_100g,531.0,7.1,33.4,14.2,1.5,0.0,824.6,27.27
900,IN_8901725007508,per_100g,531.0,7.1,33.4,14.2,1.5,,824.6,27.27
901,IN_8901725016838,per_100g,338.0,10.7,1.3,0.3,3.6,10.4,0.0,83.64
902,IN_8901725004682,per_100g,484.0,11.0,21.6,10.1,26.2,4.6,248.79999999999998,38.18
903,IN_8901725007096,per_100g,553.0,7.0,34.9,16.6,0.7,,573.0,32.73
904,IN_8901725100131,per_100g,,,,,,,0.0,72.73
905,IN_8901725016562,per_100g,474.0,7.9,20.4,9.8,20.7,7.4,267.6,45.45
906,IN_8901725121747,per_100g,338.0,10.7,1.3,0.3,3.6,10.4,1.5,83.64
907,IN_8901725015435,per_100g,449.0,9.3,13.4,7.1,20.8,,333.3,38.18
908,IN_8901725135218,per_100g,357.0,12.0,4.0,2.0,7.7,0.0,1624.0,43.64
909,IN_8909081001499,per_100g,327.0,0.2,0.01,,68.8,,193.8,43.64
910,IN_8901725100063,per_100g,49.0,0.0,0.0,0.0,11.9,0.74,4.8999999999999995,69.09
911,IN_8901725001070,per_100g,360.0,11.0,0.7,0.15,1.7,,2.5,74.55
912,IN_8901725008888,per_100g,340.0,10.5,1.4,0.3,4.8,10.8,2.3,81.82
913,IN_8909081006197,per_100g,22.0,0.0,0.0,,5.6,,20.0,70.91
914,IN_8906065169749,per_100g,157.0,3.5,4.5,2.2,1.3,,66.3,70.91
915,IN_8901725121754,per_100g,,,,,,,0.0,72.73
916,IN_8906065169374,per_100g,165.0,2.75,7.0,3.25,0.5,,377.5,58.18
917,IN_8906065169329,per_100g,194.0,14.9047619047619,8.59523809523809,4.40476190476191,2.69047619047619,,539.5,52.73
918,IN_8909081007637,per_100g,432.0,4.8,13.4,6.5,35.9,,115.0,38.18
919,IN_8901725013714,per_100g,,,,,,,0.0,72.73
920,IN_8906065160883,per_100g,96.0,17.1,2.4,0.5,0.0,,925.9,52.73
921,IN_8906065169510,per_100g,244.0,10.3,11.5,5.9,1.2,,405.3,50.91
922,IN_8901262172448,per_100g,232.0,4.4,12.5,7.6,22.3,,46.0,49.09
923,IN_8901262174114,per_100g,206.0,3.5,11.7,7.0,21.7,,49.0,50.91
924,IN_8901262173490,per_100g,215.0,3.7,13.0,7.8,20.8,,52.0,49.09
925,IN_8901262173483,per_100g,418.518518518519,7.40740740740741,25.1851851851852,14.0740740740741,41.2962962962963,0.0,90.7407407407407,27.27
926,IN_8901262175845,per_100g,174.0,3.4,11.0,5.1,13.9,0.0,0.0,58.18
927,IN_8901262173599,per_100g,259.0,5.2,16.5,7.6,20.7,,46.0,47.27
928,IN_8901262152242,per_100g,90.5555555555556,3.11111111111111,3.11111111111111,2.0,8.0,,3048.0,49.09
929,IN_8901262300612,per_100g,237.313432835821,3.88059701492537,13.2835820895522,7.16417910447761,25.3731343283582,,47.7611940298507,47.27
930,IN_8901262152181,per_100g,112.222222222222,3.38888888888889,4.11111111111111,2.38888888888889,15.0,,37.7777777777778,65.45
931,IN_8901262200677,per_100g,65.0,4.0,3.1,2.0,4.6,,50.0,72.73
932,IN_8901262030878,per_100g,897.0,0.0,99.7,60.0,0.0,,0.0,36.36
