comparison_id,india_product_id,india_product_name,foreign_product_id,foreign_product_name,embedding_similarity_score
576,IN_8906001388609,Brown Sliced Brown Bread,UK_5050083344756,Nutri-Grain Choc Chip Breakfast Bakes 6 x imp,0.4942
577,IN_8906007610124,Brown Bread,UK_8904063220578,plant based keema paratha,0.5607
578,IN_8908009059178,Super Multi Grain Bread - Zero Maida Bread,UK_8904063220578,plant based keema paratha,0.5482
579,IN_8908009059154,Whole Wheat Bread,UK_00130509,Wheat Biscuits,0.5918
580,IN_8904043551555,Atta Shakti,UK_8904063220578,plant based keema paratha,0.4943
581,IN_8904043551586,Brown Bread,UK_8904063220578,plant based keema paratha,0.5849
582,IN_8901063343450,Brown Bread,UK_8904063220578,plant based keema paratha,0.5729
583,IN_8904004411003,Rusky,UK_8904063211125,Aloo Tikki,0.485
584,IN_8906076132640,Whole Wheat Loaf,UK_00130509,Wheat Biscuits,0.5678
585,IN_8903553002458,udad papad,UK_5060360509235,Activia Mango Kefir,0.456
586,IN_8901063338555,100% Whole Wheat Bread,UK_00130509,Wheat Biscuits,0.5802
587,IN_8906001381143,Whole Wheat Bread,UK_5057753083922,Wheat Biscuits,0.5399
588,IN_8908001032049,Everyday Milk Bread,UK_00130509,Wheat Biscuits,0.5193
589,IN_8906020460676,100% Atta Bread,UK_5010251920113,Mor Shortbread Fingers 210g,0.4676
590,IN_8906020460027,White Bread,UK_8445291401242,Milky Bar Chocolate Egg,0.4882
591,IN_8901063344129,Whole Wheat Sandwich Bread,UK_00130509,Wheat Biscuits,0.5861
592,IN_8904043551494,Modern Fruity Bread,UK_8904063220578,plant based keema paratha,0.5604
593,IN_8901063342354,sandwich white bread,UK_00130509,Wheat Biscuits,0.5261
594,IN_8904043551524,modern family special bread,UK_8904063220578,plant based keema paratha,0.5639
595,IN_8908009059307,Milk Bread,UK_00130509,Wheat Biscuits,0.5243
596,IN_8906031251225,Chakote Milk Toast,UK_5059320000424,Pop tarts hot fudge sundae 4 x 2 Stück,0.4907
597,IN_8906007612913,Kwality Kreamy Magic,UK_8904063220578,plant based keema paratha,0.5471
598,IN_8902027006169,Kitty Brown Bread,UK_8445291524545,Kit Kat,0.5736
599,IN_8901063338623,Multi Grain Bread,UK_00130509,Wheat Biscuits,0.5231
600,IN_8901063342934,100% Whole Wheat Sandwich Bread,UK_00130509,Wheat Biscuits,0.5299
601,IN_8906020580138,Whole Wheat Chapati,UK_00130509,Wheat Biscuits,0.5768
602,IN_8908009059246,Zero Maida Protein Bread,UK_8904063220578,plant based keema paratha,0.549
603,IN_0760412594770,Unknown Product,UK_5060002044018,Unknown Product,0.6397
604,IN_8901063341852,Milk Bread,UK_00130509,Wheat Biscuits,0.5397
605,IN_8901063342910,Brown bread,UK_00130509,Wheat Biscuits,0.5565
606,IN_8906001387039,English Oven Milk Sliced White Bread,UK_29098354,Organic all butter Shortbread fingers,0.4763
607,IN_8901063343276,Multi Grain Bread,UK_8904063220578,plant based keema paratha,0.5308
608,IN_8906029110060,Browny Whole Wheat Bread,UK_7613036147651,Original Shredded Wheat,0.5396
609,IN_8904474000189,La Americana Wholewheat Brown Bread,UK_5059512738814,All butter shortbread fingers,0.4839
610,IN_8908009059208,Zero Maida Bombay Pav,UK_8904063220578,plant based keema paratha,0.5089
611,IN_8906020461116,Rolez Danish Bun,UK_5060088701690,Cashew Cookie Raw Fruit & Nut WholefoodBars,0.4925
612,IN_8906076131698,Sourdough. Pav,UK_5010251920113,Mor Shortbread Fingers 210g,0.5221
613,IN_8906076131223,Lavash flatbread,UK_00019101,SHORTBREAD all butter fingers,0.4698
614,IN_8908002735321,High Protein Bread,UK_5056357999639,Protein Cookie,0.5571
615,IN_8906117360032,Country Delight Brown Bread,UK_00130509,Wheat Biscuits,0.5148
616,IN_8904067701387,Unknown Product,UK_5060002044018,Unknown Product,0.5242
617,IN_8908002735055,Mik bread,UK_5000168164045,Ginger Nuts,0.537
618,IN_8906149280650,Golden Majestic Bakery  Bread Roll,UK_7613039535042,Smarties,0.4855
619,IN_8904474000332,Multigrain high fibre bread,UK_8904063220578,plant based keema paratha,0.5138
620,IN_8901063338838,Britannia Brown Bread 200 g,UK_00130509,Wheat Biscuits,0.5245
621,IN_8904043500072,Unknown Product,UK_5060002044018,Unknown Product,0.5797
622,IN_8906029605344,Whole Wheat Chapati,UK_00130509,Wheat Biscuits,0.5118
623,IN_8906020460683,Harvest Gold 100% Whole Wheat Bread,UK_7613031473090,Shredded Wheat 16s imp,0.497
624,IN_8904043553054,Milk Plus Bread,UK_29145270,Original Creamy Soft Cheese,0.5391
625,IN_8908001588560,Wheat Chapati,UK_5059319002781,frosted Wheats,0.5748
626,IN_8901063338494,Britannia Pav,UK_00130509,Wheat Biscuits,0.4553
627,IN_8908001032117,Everyday 100% whole wheat bread,UK_7613031473090,Shredded Wheat 16s imp,0.5524
628,IN_8908001032124,Multi Grain Bread,UK_8904063220578,plant based keema paratha,0.5444
629,IN_8908002105117,Brown Bread,UK_5050083344756,Nutri-Grain Choc Chip Breakfast Bakes 6 x imp,0.5809
630,IN_8904244300341,Baked toast,UK_5050974000556,Fruit Crunch Crisp,0.5673
631,IN_8904043551609,modern milk plus bread,UK_29145270,Original Creamy Soft Cheese,0.5317
632,IN_8901063325609,Toastea premium rusk,UK_5059320000011,pop tarts,0.5474
633,IN_8906007702263,Wrap tortilla,UK_7613031473090,Shredded Wheat 16s imp,0.4545
634,IN_8901030535895,Bru Instant Coffee,UK_7613287959348,Instant Coffee Blend Alta Rica,0.6213
635,IN_89009758,NESCAFE classic,UK_5011546415499,Nescafe Original,0.809
636,IN_89009949,Nescafe Classic Instant coffee,UK_5011546415499,Nescafe Original,0.8068
637,IN_8901262151306,Kool cafe,UK_7613287959348,Instant Coffee Blend Alta Rica,0.6065
638,IN_89080528,Iced Latté,UK_5056357910498,Iced coffee mocha latte,0.6265
639,IN_8901030904561,Unknown Product,UK_5011546415499,Nescafe Original,0.567
640,IN_8901036162514,Super Strong Blend Coffee,UK_7613287005700,Alta rica gold blend,0.6899
641,IN_8901058898330,Nescafe choco mocha,UK_5011546415499,Nescafe Original,0.7418
642,IN_89008669,Nescafe Gold,UK_5011546415499,Nescafe Original,0.8226
643,IN_8901058867015,Gold Blend Instant Coffee,UK_7613287005700,Alta rica gold blend,0.7744
644,IN_89080306,Nescafe Sunrise,UK_5011546415499,Nescafe Original,0.7509
645,IN_8904132946972,Instant Coffee,UK_7613287959348,Instant Coffee Blend Alta Rica,0.6787
646,IN_8901090328802,Grand Classic Coffee,UK_5011546415499,Nescafe Original,0.6376
647,IN_89006740,NESCAFE,UK_5011546415499,Nescafe Original,0.7979
648,IN_8906144490498,instant coffee,UK_5011546415499,Nescafe Original,0.6246
649,IN_8901036163351,Continental Xtra Coffee Powder,UK_7613287005700,Alta rica gold blend,0.6754
650,IN_8909106013919,Bru Instant Coffee,UK_7613287959348,Instant Coffee Blend Alta Rica,0.6946
651,IN_8906088701667,NUTTY HAZLENUT INSTANT COFFEE,UK_7613287959348,Instant Coffee Blend Alta Rica,0.7673
652,IN_8904384814005,Coffee,UK_5011546415499,Nescafe Original,0.4955
653,IN_89080047,Sunrise,UK_5011546415499,Nescafe Original,0.8115
654,IN_8901090326051,Coffee Grand Premium,UK_5011546415499,Nescafe Original,0.6552
655,IN_89006733,Nescafe Classic Pure Coffee,UK_5011546415499,Nescafe Original,0.8264
656,IN_8909106009622,Bru Instant,UK_7613287959348,Instant Coffee Blend Alta Rica,0.6525
657,IN_8906031933602,Instant Coffee Strong,UK_7613287959348,Instant Coffee Blend Alta Rica,0.6384
658,IN_8901090328574,Tata Coffee Grand Classic,UK_7613287959348,Instant Coffee Blend Alta Rica,0.5976
659,IN_8901036173435,Xtra instant coffee,UK_7613287959348,Instant Coffee Blend Alta Rica,0.6503
660,IN_8801037006391,Maxim Mocha gold,UK_5449000121134,Dr Pepper Zeroo,0.5967
661,IN_5050001665833,Instant Coffee,UK_7613287959348,Instant Coffee Blend Alta Rica,0.6147
662,IN_8909106066410,Bru Instant Coffee,UK_7613287959348,Instant Coffee Blend Alta Rica,0.5656
663,IN_8901030733994,Bru Instant,UK_7613287959348,Instant Coffee Blend Alta Rica,0.6015
664,IN_8906031934968,instant coffee,UK_7613287959348,Instant Coffee Blend Alta Rica,0.7102
665,IN_8906161170397,Bevzilla 100% Arabica Classic Strong Coffee,UK_7613287959348,Instant Coffee Blend Alta Rica,0.5488
666,IN_8901030625381,bru coffee,UK_7613287959348,Instant Coffee Blend Alta Rica,0.6211
667,IN_8904293723153,Instant Coffee Chicory Mixture,UK_5011546415499,Nescafe Original,0.6699
668,IN_8901030974618,BRU Gold,UK_7613287005700,Alta rica gold blend,0.5836
669,IN_8908002359107,Minerva Coffee Kaapi Premiere,UK_8445290856272,Coffee Mate,0.5442
670,IN_96831434,Continental This is Caramel coffee,UK_8445290856296,Coffee Mate,0.6036
671,IN_8906002770175,Classic Cold Coffee,UK_7613287959348,Instant Coffee Blend Alta Rica,0.6364
672,IN_8906020580916,ID Instant Filter Coffee Liquid (Bold),UK_5011546415499,Nescafe Original,0.6076
673,IN_8901725006402,Beaten Caffee Powder,UK_7613287959348,Instant Coffee Blend Alta Rica,0.604
674,IN_8908011648414,instant premix coffee,UK_7613287959348,Instant Coffee Blend Alta Rica,0.6613
675,IN_8906144490474,Instant Coffee,UK_8445290856272,Coffee Mate,0.6143
676,IN_4988563400498,instant coffee,UK_5011546415499,Nescafe Original,0.6545
677,IN_8901030986888,Instant,UK_7613287959348,Instant Coffee Blend Alta Rica,0.6787
678,IN_8901058904192,Sunrise,UK_8445290856272,Coffee Mate,0.7294
679,IN_8901058904321,Classic Black Roast,UK_5011546415499,Nescafe Original,0.7059
680,IN_5059603179281,Rage Coffee Dark Chocolate,UK_8445290856272,Coffee Mate,0.5661
681,IN_8998666003027,Cafe Blend,UK_8445290856272,Coffee Mate,0.6303
682,IN_8904293731158,Daily Pour Instant Coffee,UK_7613287959348,Instant Coffee Blend Alta Rica,0.5637
683,IN_8901058016055,Nescafe Classic Instant Coffee,UK_5011546415499,Nescafe Original,0.8068
684,IN_8906150346598,Bevzilla Green Coffee,UK_5011546415499,Nescafe Original,0.5916
685,IN_3265490008012,Unknown Product,UK_5900085011937,Unknown Product,0.4907
686,IN_8901030717253,Unknown Product,UK_7613287959348,Instant Coffee Blend Alta Rica,0.6689
687,IN_4260302890082,Fellows Blend Espresso,UK_7613287959348,Instant Coffee Blend Alta Rica,0.5154
688,IN_8901058895322,Nescafe Sunrise,UK_5011546415499,Nescafe Original,0.7881
689,IN_2000000133525,Continental Strong,UK_5053827186797,Nutri-Grain Strawberry,0.576
690,IN_8908014388034,Filter Coffee Liquid Brew,UK_5011546415567,Nescafé Decaff,0.4997
691,IN_8904132917552,Kaffe Instant Blend 50g pp,UK_7613287005700,Alta rica gold blend,0.5542
692,IN_8901036393185,Malgudi fresh filter coffee,UK_7613287005700,Alta rica gold blend,0.589
693,IN_8906031932674,Extra Strong Instant Coffee,UK_7613287959348,Instant Coffee Blend Alta Rica,0.6166
694,IN_89080153,Maggi masala magic,UK_7613036483063,Mixed Herbs,0.7665
695,IN_8901725123123,iodized salt,UK_8445290163738,Sweet &quot,0.4787
696,IN_0846203004885,BAKARWADI,UK_8445290163738,Sweet &quot,0.6059
697,IN_89080672,Masala ae magic,UK_5000243678702,Authentic Indian Masala Chilli Sauce,0.6101
698,IN_8904004400014,Bhujia Sev,UK_7613035236004,Cajun,0.5945
699,IN_8906066202476,Keya Piri Piri,UK_7613035531543,Maggi Sizzling 'n' spicy PIRI PIRI MAKE IT JUICY I,0.721
700,IN_0840222000149,LG Hing Powder (asafoetida),UK_21107443,Fanta Lemon,0.4615
701,IN_8901786061006,Unknown Product,UK_8445290922786,Sweet Teriyaki,0.5937
702,IN_8901786161003,Chicken masala Spice Mix,UK_5000243678702,Authentic Indian Masala Chilli Sauce,0.596
703,IN_8901662025061,Chat Masala,UK_8445290922786,Sweet Teriyaki,0.6072
704,IN_8904004400069,Halirams Bhujiya sev 1kg,UK_8904063211125,Aloo Tikki,0.5529
705,IN_8901725125141,Chilli powder,UK_8445290163752,Sweet Chilli Bag,0.5397
706,IN_8902901222517,Ajwain,UK_8445291140950,Air Fryer Fajita,0.49
707,IN_8906190331516,Yojak Konkani Thecha,UK_8888056603862,The Original Chicken Flavour,0.4743
708,IN_8906021121156,Garam Masala,UK_5000243678702,Authentic Indian Masala Chilli Sauce,0.5128
709,IN_8906066206115,Piri Piri Spice Mix,UK_7613035531543,Maggi Sizzling 'n' spicy PIRI PIRI MAKE IT JUICY I,0.7437
710,IN_8904109465826,Chyawanprash with Saffron,UK_7613036483063,Mixed Herbs,0.5054
711,IN_8906030992099,Chach Masala,UK_5000243678702,Authentic Indian Masala Chilli Sauce,0.5905
712,IN_8906021123105,Turmeric Powder/ Haldi,UK_5012427212503,"Soup, Root Vegetable & Turmeric",0.4696
713,IN_8902901231373,Good Life hing,UK_5900643048528,Danio serek waniliowy,0.4543
714,IN_8904209304087,Chilli Powder,UK_5000243678702,Authentic Indian Masala Chilli Sauce,0.6216
715,IN_8903023005903,Vedaka Red Chilli,UK_5019378002351,fresh chilli jam,0.5665
716,IN_8906021120449,Aachi chicken masala,UK_5000243678702,Authentic Indian Masala Chilli Sauce,0.5889
717,IN_8906033531394,Snapin Chilli Flakes,UK_7613033743016,Mashed potato flakes,0.5688
718,IN_8906021120678,Aachi,UK_8445291140950,Air Fryer Fajita,0.5673
719,IN_3948537078321,Daawat Biryani Kit Hyderabadi,UK_8445290922786,Sweet Teriyaki,0.6694
720,IN_0000101403187,Ginger,UK_0652655001156,Dark Chocolate Ginger,0.5943
721,IN_8908001105446,The Only Cinnamon Powder you need,UK_8445290163738,Sweet &quot,0.515
722,IN_8906056740025,Chicken Masala,UK_5000243678702,Authentic Indian Masala Chilli Sauce,0.6088
723,IN_8906021121859,Kulambu Chilli Masala,UK_5000243678702,Authentic Indian Masala Chilli Sauce,0.6961
724,IN_8904238400187,Chicken 65 Masala,UK_5000243678702,Authentic Indian Masala Chilli Sauce,0.6165
725,IN_8906001052005,Spice Mix for Paneer Butter Masala,UK_8445290163714,Butter chicken,0.5808
726,IN_8908001105231,On1y Chilli Flakes,UK_8445291140950,Air Fryer Fajita,0.571
727,IN_8904209302137,aachi,UK_8445290163738,Sweet &quot,0.5255
728,IN_8906021122436,Black Pepper Powder,UK_8445291140950,Air Fryer Fajita,0.5943
729,IN_8902901222227,Good life chilli powder,UK_5052003557963,THREE BEAN CHILLI,0.5528
730,IN_8901662037828,CHICKEN BIRYANI MIX,UK_8445290163714,Butter chicken,0.6497
731,IN_8902167000317,Black Pepper Powder,UK_5449000060501,Dr Pepper 8X330ml ..,0.5715
732,IN_8901440013099,Eastern Chicken Masala,UK_5000243678702,Authentic Indian Masala Chilli Sauce,0.5982
733,IN_8901440023166,Turmeric Powder,UK_5060402909207,Mars Whey Protein Powder,0.4968
734,IN_8904209322067,Aachi Mixed Masala Powder,UK_8445290922786,Sweet Teriyaki,0.5957
735,IN_9825809935039,Lajawab Panipuri Masala,UK_8445290922786,Sweet Teriyaki,0.6225
736,IN_8903023281727,More Choice Chilli Red Long,UK_5019378002351,fresh chilli jam,0.4967
737,IN_8906044920231,Hallmark Byadgi Chilli Stemless,UK_5060092693813,Chilli Jam,0.4533
738,IN_8836473163230,Keya Pizza Oregano Spice Mix,UK_8445290922786,Sweet Teriyaki,0.6005
739,IN_8904043927428,Tata Sampann Chaat Masala,UK_8445290922786,Sweet Teriyaki,0.6272
740,IN_8901537074354,brown rice,UK_5050083393624,Rice Krispies,0.5314
741,IN_8904043902326,Poha Flaked Rice,UK_5997523315559,Cup Noodles Soba Wok Style Teriyaki,0.5504
742,IN_0690225101103,India gate super Basmati rice 1.5 kg,UK_5050083393624,Rice Krispies,0.5015
743,IN_8901537074934,Dawat pulav basmati rice 500g,UK_9060299485309,itsu rice noodles chilli miso,0.5451
744,IN_8901537007123,Dwt rozana supr basmati rice 1 kg,UK_5060058332725,Cereals 4 x (500g),0.4547
745,IN_8901537074231,Daawat pulav basmati rice 1kg,UK_5060262485286,Rice noodles Satay flavour,0.4801
746,IN_0690225101134,India Gate Basmati Rice Dubar,UK_4056489755654,Katsu Curry Rice Pot,0.5133
747,IN_8906008812817,poha (thick),UK_5050083545221,Coco pops,0.5635
748,IN_8904083504870,24 Mantra Puffed Rice,UK_5059319024165,rice crispies,0.4911
749,IN_8901537007116,Daawat Rozana Basmati Rice,UK_5997523315559,Cup Noodles Soba Wok Style Teriyaki,0.4987
750,IN_0690225309134,Pulav Basmati Rice,UK_5060262485286,Rice noodles Satay flavour,0.5149
751,IN_8905532000400,Bharat Rice,UK_5060430291909,Spanish butter bean stew,0.541
752,IN_8906008811766,Punjabi Khichdi,UK_5997523315559,Cup Noodles Soba Wok Style Teriyaki,0.5489
753,IN_8939997880796,Sona Raw Rice,UK_5059319024165,rice crispies,0.5271
754,IN_8904293725041,Queen's Choice MOGRA BASMATI RICE,UK_5059319024479,Coco Pops,0.5197
755,IN_8901537078314,Biryani Kit Lucknowi,UK_5997523315559,Cup Noodles Soba Wok Style Teriyaki,0.6028
756,IN_8906012230119,Vijay Gold Poha Medium,UK_5060088701690,Cashew Cookie Raw Fruit & Nut WholefoodBars,0.498
757,IN_8904043902319,Red Rice Aval / Poha,UK_5997523315559,Cup Noodles Soba Wok Style Teriyaki,0.5621
758,IN_8901047001055,Riz basmati,UK_9060299485309,itsu rice noodles chilli miso,0.5256
759,IN_8906084410617,mom chinese fried rice,UK_8851876201549,Instant Rice Noodles,0.5494
760,IN_8904049650580,Riz basmati,UK_5060262485262,Katsu rice noodles cup,0.4972
761,IN_8901537076679,Brown Basmati Rice,UK_5050083393624,Rice Krispies,0.4909
762,IN_2000000146048,AMARA,UK_5059319029702,Rice Krispies,0.4775
763,IN_0690225106948,Mini Mogra Rice,UK_8851876201549,Instant Rice Noodles,0.5667
764,IN_8904064622517,Sona Masuri Rice,UK_5060262485262,Katsu rice noodles cup,0.5353
765,IN_0690225101127,Basmati rice (raw),UK_4056489755654,Katsu Curry Rice Pot,0.5016
766,IN_8906117001775,classic basmati rice,UK_5000118203695,pot noodles bombay bad boy,0.526
767,IN_8908022656071,Biryani basmati rice,UK_5060262485262,Katsu rice noodles cup,0.4909
768,IN_0690225103633,India Gate bsmt Rozana 5kg,UK_5050083393624,Rice Krispies,0.5195
769,IN_8901537021631,DAWAT ROZANA BASMATI RICE MINI MOGRA 5 KG,UK_5997523315559,Cup Noodles Soba Wok Style Teriyaki,0.4782
770,IN_8906007289238,Sona Masuri Supreme  Rice,UK_5050083393624,Rice Krispies,0.5231
771,IN_8904132969995,Good Life HMT Kolam Rice 26 Kg Bag,UK_5050083393624,Rice Krispies,0.5106
772,IN_8908005088660,Shree Akshara Premium Ponni Rice,UK_5050083393624,Rice Krispies,0.5396
773,IN_8904132942660,Good life rice Sona Masuri,UK_5060262485262,Katsu rice noodles cup,0.4823
774,IN_8908015382277,Lalbaba rice,UK_5060262485262,Katsu rice noodles cup,0.565
775,IN_2064659000055,Zero Koshava Rice,UK_8888056603862,The Original Chicken Flavour,0.5774
776,IN_8906167244542,Raw Sonamasuri Rice,UK_5997523315559,Cup Noodles Soba Wok Style Teriyaki,0.4858
777,IN_0690225106467,Sona Masoori Rice,UK_5000118203695,pot noodles bombay bad boy,0.5188
778,IN_7611131150002,Rice,UK_5997523315559,Cup Noodles Soba Wok Style Teriyaki,0.5346
779,IN_8903553601613,Mango Pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.5168
780,IN_8904071700031,Masala Banana Chips,UK_0061232201948,Cheese Oatcakes,0.5735
781,IN_8903241110038,Mango Pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.5786
782,IN_8903241110076,Pravin Mango Pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.5425
783,IN_8903553601460,Mango Pickle,UK_5449000348494,Fanta Mango Flavour,0.5129
784,IN_8903553601491,Ram Bandhu Mango pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.5068
785,IN_8901095000451,Society Mango Pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.5486
786,IN_8901246003614,Sliced Black Olives,UK_3045320094053,Bitter Orange Fine Sliced Marmalade,0.4722
787,IN_8906001050742,Mixed pickle,UK_3045320094022,Apricot Conserve,0.4908
788,IN_8904246910333,Priya mango pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.5209
789,IN_8906001050865,green chilli pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.5124
790,IN_8904053502493,Goldiee Mixed Pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.4943
791,IN_8904296903101,Lemon pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.4894
792,IN_8904264000627,Sparsh Lime Pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.5382
793,IN_8903241110984,Pravin Mixed Pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.5237
794,IN_8901560141436,Nilon's Green Chilli Pickle,UK_5060092693813,Chilli Jam,0.5549
795,IN_8906147170700,Teju Mixed Pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.5632
796,IN_8901560000436,Green chilli pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.5941
797,IN_8905507003146,Mixed Pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.4942
798,IN_8904246910012,Amla pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.5693
799,IN_8906021129961,lemon pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.4943
800,IN_8904293721692,Lime Pickle,UK_5012427141407,Veggie Goodness Spicy Parsnip,0.5149
801,IN_8901483002395,Jalapeno Slices,UK_4088600334608,Jalapeño Chilli Jam,0.554
802,IN_8906001050711,Mixed pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.5178
803,IN_8901042955094,Mango Sliced Pickles,UK_5000436288350,Tesco Finest Raspberry Conserve,0.5779
804,IN_8906021129992,Aachi Mixed Vegetable Pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.4956
805,IN_8905507001050,Imli Tree Red Stuffed Chilli Pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.4795
806,IN_8906003656423,Three Mango Ginger Pickle,UK_5060360509235,Activia Mango Kefir,0.5494
807,IN_0630456848415,Honey Beef Pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.4728
808,IN_0846597026029,Mixed Pickle,UK_5000157062741,Vegetable Soup,0.5332
809,IN_8904103032017,Mango Pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.5724
810,IN_8906020932159,Green Chilli Pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.5113
811,IN_8906132960828,Mango pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.5685
812,IN_8906132960835,Lime Pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.5576
813,IN_3297387000137,Achard legumes,UK_4056489223368,Eis Mandel 6er Pack,0.4642
814,IN_8901095000475,Sweet and spicy mango pickle,UK_5449000348494,Fanta Mango Flavour,0.572
815,IN_8906021128735,Mango Ginger Pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.5192
816,IN_8906033951369,Gongura Red Chilli Pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.5863
817,IN_8908005754022,Mango Pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.5227
818,IN_8906095480920,Appe Midi Pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.4536
819,IN_8906081949936,Halkidiki Olives Greek Stuffed With Jalapenos,UK_5012427212404,"Super Good Pea, Broccoli and Basil Pesto",0.556
820,IN_8904288612028,Mixed pickles,UK_5060088701690,Cashew Cookie Raw Fruit & Nut WholefoodBars,0.5376
821,IN_8901483011960,"Gherkins, Premium Canadian Style Baby Dill",UK_5010975030020,Tunnocks Teacakes Chocolate 6pk,0.4599
822,IN_8906074081988,Chettinad Kara Kuzhambu,UK_5060088701690,Cashew Cookie Raw Fruit & Nut WholefoodBars,0.5242
823,IN_8906090400923,KERDA PICKLE,UK_5000436288350,Tesco Finest Raspberry Conserve,0.5456
824,IN_8904071302419,Sweet mango pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.6101
825,IN_8939117991388,Garlic Pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.5058
826,IN_8906108640631,Mixed Pickle,UK_5000436288350,Tesco Finest Raspberry Conserve,0.4894
827,IN_8908005144014,Multigain energy bar,UK_5060088701607,Cashew Cookie Fruit & Nut Bar,0.5621
828,IN_8908005144359,Breakfast protein bar,UK_5060088701607,Cashew Cookie Fruit & Nut Bar,0.6334
829,IN_8908005144366,Breakfast Protein Bar Apricot Fig,UK_5060088701607,Cashew Cookie Fruit & Nut Bar,0.67
830,IN_8410076601445,Nature valley crunchy,UK_5053827186797,Nutri-Grain Strawberry,0.6721
831,IN_8906009532998,Nutrition Bar,UK_5053827186797,Nutri-Grain Strawberry,0.6215
832,IN_8906009079707,Fruit And Nut Energy Bar,UK_5060088701607,Cashew Cookie Fruit & Nut Bar,0.7141
833,IN_8906009531236,RiteBite Nutrition Bar,UK_5050083451751,Squares,0.6133
834,IN_8908005144441,Breakfast protein Bar,UK_5050083542787,NUTRI-GRAIN Strawberry,0.6046
835,IN_8904335602064,Yoga bar Breakfast Protein Bar,UK_5060088701607,Cashew Cookie Fruit & Nut Bar,0.5904
836,IN_0787099843700,Crunchy Granola Bar,UK_5059319016481,Crunchy Oat Granola Dark Chocolate Curls,0.7022
837,IN_8480024754288,Barritas de platano y chocolate,UK_7613034872630,Yorkie,0.5899
838,IN_8906080604133,Protein Crunch,UK_5059319022437,Crunchy Nut Clusters Chocolate,0.6169
839,IN_8901595873258,Smith & Jones Ginger Garlic Paste,UK_5012427141209,Carrot & butter bean,0.5347
840,IN_5000232192202,FOOD,UK_5012262004516,Honeycomb Real Dairy Ice Cream,0.5676
841,IN_8906080604676,Paper boat Indigo exclusive mango basil,UK_27563571,Fruity & tangy pineapple juice,0.6077
842,IN_4800024572509,pineapple slices,UK_5449000089359,Pineapple And Grapefruit Soda,0.619
843,IN_8906020580350,iD Fresh Frozen Pineapple Pulp,UK_5000112673944,Pineapple & Grapefruit,0.5504
844,IN_8901030902369,Knorr hot & sour veg soup,UK_5000157062864,Heinz Big Soup Chunky Veg,0.6427
845,IN_8901030902383,Manchow Veg,UK_8712566479528,intense rich beef,0.7121
846,IN_8901595971244,Ching's Hot and sour,UK_00816243,Mexican-style Chilli & Bean Soup,0.6243
847,IN_8901595971220,Manchow instant soup,UK_5060430292845,Power Soup,0.6525
848,IN_8901030900112,Hot and sour vegetable soup,UK_5056053308704,rustic vegetable soup,0.7235
849,IN_8901030921636,knorr cream of Broccoli,UK_01679793,Cream Of Tomato Soup,0.6499
850,IN_8901030900105,knorr Thick tomato soup,UK_5000157146816,Creamy Tomato Soup,0.6992
851,IN_8901030900297,knorr hong kong manchow soup,UK_5014276432705,Wakame Miso Soup Paste 5 Sachets,0.6608
852,IN_8901595971237,Sweet Corn Veg Instant Soup,UK_5060430292845,Power Soup,0.6943
853,IN_8901030757501,Knorr,UK_8712566479528,intense rich beef,0.6909
854,IN_8901030900303,International Mexican Tomato Corn Soup,UK_00816243,Mexican-style Chilli & Bean Soup,0.7174
855,IN_8901030555442,Hot & Sour Veg Cup a Soup,UK_5000157062864,Heinz Big Soup Chunky Veg,0.6747
856,IN_8901030900150,Knorr soup,UK_8712566479528,intense rich beef,0.6739
857,IN_8901030518232,Cup-a-Soup Sweet Corn Veg,UK_5000157062864,Heinz Big Soup Chunky Veg,0.6623
