product_id,barcode,brand,product_name,category,country,overall_health_score,nutrition_score,additive_score,ingredient_score,source_url
UK_0612322001841,0612322001841,Nairns,Nairn's Fruit Oatcake,"Biscuits, Fruit biscuits",United Kingdom,73.03,54.55,100.0,78.75,https://world.openfoodfacts.org/product/0612322001841/nairn-s-fruit-oatcake-nairns
UK_5015168000019,5015168000019,Stockan's,Thin Orkney Oatcakes,"Biscuits, Oatcakes",United Kingdom,69.15,45.45,100.0,82.11,https://world.openfoodfacts.org/product/5015168000019/thin-orkney-oatcakes-stockan-s
UK_5010035068383,5010035068383,Fox's,Half-Coated Milk Chocolate Cookies,Milk chocolate biscuits,United Kingdom,58.87,30.91,100.0,67.05,https://world.openfoodfacts.org/product/5010035068383/half-coated-milk-chocolate-cookies-fox-s
UK_5000168036670,5000168036670,McVitie's,Digestives The Original Twin Pack,"Biscuits, Wheatmeal biscuits",United Kingdom,62.67,34.55,100.0,76.96,https://world.openfoodfacts.org/product/5000168036670/digestives-the-original-twin-pack-mcvitie-s
UK_5000169653517,5000169653517,Waitrose,Cinnamon knots,Biscuits,United Kingdom,41.59,27.27,,75.0,https://world.openfoodfacts.org/product/5000169653517/cinnamon-knots-waitrose
UK_7622202037528,7622202037528,LU,le petit cookie,Cookies with milk chocolate,United Kingdom,58.46,29.09,100.0,69.59,https://world.openfoodfacts.org/product/7622202037528/le-petit-cookie-lu
UK_5063334010621,5063334010621,Sainsbury's,Digestives,"Biscuits, Wheatmeal biscuits, Wheatmeal-biscuits",United Kingdom,69.19,50.91,100.0,68.67,https://world.openfoodfacts.org/product/5063334010621/digestives-sainsbury-s
UK_8410376049602,8410376049602,gullón,Digestive biscuits,Biscuit with reduced sugar,United Kingdom,81.37,72.73,100.0,75.0,https://world.openfoodfacts.org/product/8410376049602/sugar-free-digestive-biscuits-gullon
UK_5010035002486,5010035002486,Fox‘s,Party Rings,Biscuits,United Kingdom,62.06,36.36,100.0,69.38,https://world.openfoodfacts.org/product/5010035002486/party-rings-fox-s
UK_5010251920113,5010251920113,Morrisons,Mor Shortbread Fingers 210g,Shortbread,United Kingdom,49.23,38.18,,75.0,https://world.openfoodfacts.org/product/5010251920113/mor-shortbread-fingers-210g-morrisons
UK_4088600108568,4088600108568,Aldi,Crumbly Oaties,Biscuits,United Kingdom,65.99,45.45,100.0,66.35,https://world.openfoodfacts.org/product/4088600108568/crumbly-oaties-aldi
UK_4061463564061,4061463564061,Aldi,Unknown Product,"Biscuits, Water Biscuits",United Kingdom,69.59,67.27,,75.0,https://world.openfoodfacts.org/product/4061463564061/aldi
UK_5063334012359,5063334012359,Sainsbury's,Custard Creams,Biscuits,United Kingdom,64.54,41.82,100.0,68.15,https://world.openfoodfacts.org/product/5063334012359/custard-creams-sainsbury-s
UK_5410126716016,5410126716016,Lotus,Biscoff,Speculoos,United Kingdom,63.54,36.36,100.0,76.8,https://world.openfoodfacts.org/product/5410126716016/biscoff-lotus
UK_4088600108063,4088600108063,Belmont Biscuits,Rich Tea,Biscuits,United Kingdom,64.07,43.64,100.0,61.26,https://world.openfoodfacts.org/product/4088600108063/rich-tea-belmont-biscuits
UK_5060088701690,5060088701690,Nakd,Cashew Cookie Raw Fruit & Nut WholefoodBars,"Biscuits, Cashew nut bars, Energy bars, Fruit based foods (prepared)",United Kingdom,56.86,49.09,,75.0,https://world.openfoodfacts.org/product/5060088701690/cashew-cookie-raw-fruit-nut-wholefoodbars-nakd
UK_5000119003034,5000119003034,Tesco,Custard Creams,Biscuits,United Kingdom,58.55,30.91,100.0,65.46,https://world.openfoodfacts.org/product/5000119003034/custard-creams-tesco
UK_7622210695406,7622210695406,Belvita,Soft Bakes Strawberry Filled,"Biscuits, Fruits cereal bars, nl:Ontbijtkoeken, breakfast-bar",United Kingdom,78.67,69.09,100.0,70.62,https://world.openfoodfacts.org/product/7622210695406/soft-bakes-strawberry-filled-belvita
UK_20319618,20319618,Tower Gate,Oaties,Biscuits,United Kingdom,79.61,72.73,100.0,66.2,https://world.openfoodfacts.org/product/20319618/oaties-tower-gate
UK_5010035167697,5010035167697,Party rings minis Fox’s,Party Rings Mini’s,Biscuits,United Kingdom,60.78,36.36,100.0,62.98,https://world.openfoodfacts.org/product/5010035167697/party-rings-mini-s-party-rings-minis-fox-s
UK_5010035064798,5010035064798,Fox's,Fox's Milk Chocolate Rounds,Biscuit with a chocolate bar covering,United Kingdom,56.24,23.64,100.0,72.08,https://world.openfoodfacts.org/product/5010035064798/fox-s-milk-chocolate-rounds
UK_5000168038780,5000168038780,McVities,Digestives the light one cookies,Biscuits,United Kingdom,81.59,74.55,100.0,71.56,https://world.openfoodfacts.org/product/5000168038780/digestives-the-light-one-cookies-mcvities
UK_5059697744303,5059697744303,Tesco,Digestive,Biscuits,United Kingdom,65.37,43.64,100.0,67.77,https://world.openfoodfacts.org/product/5059697744303/digestive-tesco
UK_29098354,29098354,"Marks & Spencers, Marks & Spencer",Organic all butter Shortbread fingers,"Biscuit with milk, Plain butter shortbreads",United Kingdom,45.41,32.73,,75.0,https://world.openfoodfacts.org/product/29098354/organic-all-butter-shortbread-fingers-marks-spencer
UK_20675554,20675554,Rivercote,Oven Baked Cheese Thins,Biscuits,United Kingdom,65.77,61.82,,75.0,https://world.openfoodfacts.org/product/20675554/oven-baked-cheese-thins-rivercote
UK_5000118203503,5000118203503,POT noodle,Chicken & Mushroom Flavour,"Cereals and their products, Soups, Instant noodles",United Kingdom,80.97,72.73,100.0,73.04,https://world.openfoodfacts.org/product/5000118203503/chicken-mushroom-flavour-pot-noodle
UK_5000354405099,5000354405099,Batchelors,Chicken Noodles,"Cereals and their products, Instant noodles",United Kingdom,73.35,67.27,89.29,64.66,https://world.openfoodfacts.org/product/5000354405099/chicken-noodles-batchelors
UK_5060262485286,5060262485286,Itsu,Rice noodles Satay flavour,Instant noodles,United Kingdom,81.37,72.73,100.0,75.0,https://world.openfoodfacts.org/product/5060262485286/rice-noodles-satay-flavour-itsu
UK_5060262489741,5060262489741,Itsu,Rice noodles chick-n ramen,"Dehydrated soups, Instant noodles",United Kingdom,73.41,72.73,,75.0,https://world.openfoodfacts.org/product/5060262489741/rice-noodles-chick-n-ramen-itsu
UK_5000118203664,5000118203664,KING,POT noodle Chicken & Mushroom flavour,"Meals, Cereals and their products, Instant noodle soups",United Kingdom,78.96,69.09,100.0,72.1,https://world.openfoodfacts.org/product/5000118203664/pot-noodle-chicken-mushroom-flavour-king
UK_00322775,00322775,Sainsbury's,Wholewheat Medium Noodles,"Cereals and their products, Instant noodles",United Kingdom,78.5,80.0,,75.0,https://world.openfoodfacts.org/product/00322775/wholewheat-medium-noodles-sainsbury-s
UK_00322768,00322768,Sainsbury's,Medium Egg Noodles,"Cereals and their products, Egg pastas, Instant noodles",United Kingdom,81.37,72.73,100.0,75.0,https://world.openfoodfacts.org/product/00322768/medium-egg-noodles-sainsbury-s
UK_5060262485309,5060262485309,itsu,Rice noodles chilli miso,Instant noodles,United Kingdom,81.37,72.73,100.0,75.0,https://world.openfoodfacts.org/product/5060262485309/rice-noodles-chilli-miso-itsu
UK_5060262485262,5060262485262,Itsu,Katsu rice noodles cup,"Soups, Instant noodles, Rice Noodles",United Kingdom,56.86,49.09,,75.0,https://world.openfoodfacts.org/product/5060262485262/katsu-rice-noodles-cup-itsu
UK_5997523315535,5997523315535,Cup Noodles,Soba noodle spicy,"Instant noodles, Soba",United Kingdom,80.7,72.73,100.0,71.68,https://world.openfoodfacts.org/product/5997523315535/soba-noodle-spicy-cup-noodles
UK_8851876201549,8851876201549,MAMA,Instant Rice Noodles,"Cereals and their products, Instant noodles",United Kingdom,74.69,74.55,,75.0,https://world.openfoodfacts.org/product/8851876201549/instant-rice-noodles-mama
UK_5056053308667,5056053308667,Yorkshire Provender,Thai Green Chicken Noodles Soup,"Instant noodles, Reheatable soups",United Kingdom,74.81,74.55,,75.42,https://world.openfoodfacts.org/product/5056053308667/thai-green-chicken-noodles-soup-yorkshire-provender
UK_5060960663245,5060960663245,itsu,big'bowl noodles sesame ramen,Instant noodle soups,United Kingdom,70.86,69.09,,75.0,https://world.openfoodfacts.org/product/5060960663245/big-bowl-noodles-sesame-ramen-itsu
UK_5000118203695,5000118203695,King Pot Noodle,pot noodles bombay bad boy,"Cereals and their products, Instant noodles, Chinese noodles",United Kingdom,81.17,72.73,100.0,74.01,https://world.openfoodfacts.org/product/5000118203695/pot-noodles-bombay-bad-boy-king-pot-noodle
UK_5060250611390,5060250611390,Generic,Chicken Ramen Noodles,Dehydrated Asian-style soup with noodles,United Kingdom,70.86,69.09,,75.0,https://world.openfoodfacts.org/product/5060250611390/chicken-ramen-noodles
UK_5052910433244,5052910433244,TESCO,STRAIGHT TO WOK MEDIUM NOODLES,Instant noodles,United Kingdom,84.09,78.18,100.0,75.0,https://world.openfoodfacts.org/product/5052910433244/straight-to-wok-medium-noodles-tesco
UK_5000118203480,5000118203480,Pot Noodle,Original curry flavour,"Cereals and their products, Instant noodles",United Kingdom,81.37,72.73,100.0,75.0,https://world.openfoodfacts.org/product/5000118203480/original-curry-flavour-pot-noodle
UK_5000118203497,5000118203497,Pot Noodle,Pot Noodle Beef & Tomato flavour,"Cereals and their products, Instant noodle soups, Pot noodles",United Kingdom,80.84,72.73,100.0,72.35,https://world.openfoodfacts.org/product/5000118203497/pot-noodle-beef-tomato-flavour
UK_5000354914409,5000354914409,Batchelors,"Super Noodles, Curry Flavour","Dried meals, Instant noodles",United Kingdom,74.0,67.27,87.5,70.56,https://world.openfoodfacts.org/product/5000354914409/super-noodles-curry-flavour-batchelors
UK_5000118203688,5000118203688,King,Pot Noodle Original Curry flavour,"Cereals and their products, Instant noodles, Pot noodles",United Kingdom,80.9,72.73,100.0,72.68,https://world.openfoodfacts.org/product/5000118203688/pot-noodle-original-curry-flavour-king
UK_8712429361106,8712429361106,Nissin,Demae Ramen Spicy,"Instant noodle soups, ramen noodles",United Kingdom,81.37,72.73,100.0,75.0,https://world.openfoodfacts.org/product/8712429361106/demae-ramen-spicy-nissin
UK_5997523315511,5997523315511,Cup Noodles,Soba Wok Style,"Cereals and their products, Pasta dishes, Instant noodles, Chinese noodles",United Kingdom,73.98,60.0,100.0,69.88,https://world.openfoodfacts.org/product/5997523315511/soba-wok-style-cup-noodles
UK_5997523315733,5997523315733,Cup Noodles,Soba Wok Style Yakitori Chicken,"Cereals and their products, Pasta dishes, Instant noodle soups",United Kingdom,77.81,67.27,100.0,70.86,https://world.openfoodfacts.org/product/5997523315733/soba-wok-style-yakitori-chicken-cup-noodles
UK_5997523314804,5997523314804,Nissin,Cup Noodles Teriyaki Chicken,Instant noodles,United Kingdom,66.81,65.45,,70.0,https://world.openfoodfacts.org/product/5997523314804/cup-noodles-teriyaki-chicken-nissin
UK_4056489850878,4056489850878,Newgate - Lidl,Instant Noodles - Chicken Flavour,"Instant noodles, Flavoured dehydrated Asian noodles",United Kingdom,79.54,69.09,100.0,75.0,https://world.openfoodfacts.org/product/4056489850878/instant-noodles-chicken-flavour-newgate-lidl
UK_8722700153276,8722700153276,King,Pot Noodle Beef & Tomato flavour,"Cereals and their products, Instant noodles",United Kingdom,70.13,50.91,100.0,73.37,https://world.openfoodfacts.org/product/8722700153276/pot-noodle-beef-tomato-flavour-king
UK_5997523315559,5997523315559,Nissin,Cup Noodles Soba Wok Style Teriyaki,"Cereals and their products, Dried meals, Instant noodles, Pot noodles",United Kingdom,70.34,52.73,100.0,69.9,https://world.openfoodfacts.org/product/5997523315559/cup-noodles-soba-wok-style-teriyaki-nissin
UK_5997523329013,5997523329013,Nissin,Soba Wok Style Classic,Instant noodles,United Kingdom,74.09,58.18,100.0,75.0,https://world.openfoodfacts.org/product/5997523329013/soba-wok-style-classic-nissin
UK_5997523329037,5997523329037,Nissin,Soba Wok Style Chilli,Instant noodles,United Kingdom,70.69,52.73,100.0,71.63,https://world.openfoodfacts.org/product/5997523329037/soba-wok-style-chilli-nissin
UK_5000118203541,5000118203541,Pot Noodle,Pot Noodle Bombay Bad Boy 90g,"Cereals and their products, Instant noodles, Chinese noodles, Pot noodles",United Kingdom,79.92,70.91,100.0,72.34,https://world.openfoodfacts.org/product/5000118203541/pot-noodle-bombay-bad-boy-90g
UK_8994963002800,8994963002800,indomie,Mi Goreng Fry Noodles,"Frozen foods, Pasta dishes, Instant noodles",United Kingdom,59.18,29.09,100.0,73.19,https://world.openfoodfacts.org/product/8994963002800/mi-goreng-fry-noodles-indomie
UK_4088600215532,4088600215532,Aldi Own Brand,Snack noodle,Instant noodles,United Kingdom,78.31,67.27,100.0,73.38,https://world.openfoodfacts.org/product/4088600215532/snack-noodle-aldi-own-brand
UK_7613036127110,7613036127110,Maggi,Ramen,Instant noodles,United Kingdom,81.45,72.73,100.0,75.42,https://world.openfoodfacts.org/product/7613036127110/ramen-maggi
UK_5000354405105,5000354405105,Batchelors,Super Noodles BBQ Beef Flavour,Instant noodles,United Kingdom,76.57,67.27,100.0,64.67,https://world.openfoodfacts.org/product/5000354405105/super-noodles-bbq-beef-flavour-batchelors
UK_7613035062795,7613035062795,Maggi,Instant Noodles,"Cereals and their products, Instant noodles",United Kingdom,81.37,72.73,100.0,75.0,https://world.openfoodfacts.org/product/7613035062795/instant-noodles-maggi
UK_5023751000308,5023751000308,KO-LEE,Instant Noodles,"Cereals and their products, Instant noodles",United Kingdom,79.54,69.09,100.0,75.0,https://world.openfoodfacts.org/product/5023751000308/instant-noodles-ko-lee
UK_5997523315832,5997523315832,Cup Noodles,Cup Noodles Big Soba Wok Style,"Canned meals, Instant noodles, Chinese noodles",United Kingdom,69.54,49.09,100.0,75.0,https://world.openfoodfacts.org/product/5997523315832/big-soba-wok-stix-chili-cup-noodles
UK_5050665023741,5050665023741,Naked,Thai Sweet Chilli Egg Noodles,"Cereals and their products, Instant noodles",United Kingdom,78.61,69.09,100.0,70.35,https://world.openfoodfacts.org/product/5050665023741/thai-sweet-chilli-egg-noodles-naked
UK_5060250611406,5060250611406,kabuto noodles,chilli chicken ramen noodles imp,"Soups, Instant noodles, Chinese noodles",United Kingdom,70.31,69.09,,73.17,https://world.openfoodfacts.org/product/5060250611406/chilli-chicken-ramen-noodles-imp-kabuto-noodles
UK_8888056708109,8888056708109,Koka,Spicy stir fried noodles,Instant noodles,United Kingdom,80.52,72.73,100.0,70.78,https://world.openfoodfacts.org/product/8888056708109/spicy-stir-fried-noodles-koka
UK_5050665039841,5050665039841,Naked,Naked noodle soup,"Soups, Instant noodles",United Kingdom,66.46,63.64,,73.03,https://world.openfoodfacts.org/product/5050665039841/naked-noodle-soup
UK_5050665048652,5050665048652,Naked,Ultimate noodles naked Japanese style chicken,Instant noodles,United Kingdom,78.27,69.09,100.0,68.63,https://world.openfoodfacts.org/product/5050665048652/ultimate-noodles-naked-japanese-style-chicken
UK_4061459041705,4061459041705,Bramwells,Instant Noodles Chicken Flavour,Instant noodles,United Kingdom,79.49,70.91,100.0,70.19,https://world.openfoodfacts.org/product/4061459041705/instant-noodles-chicken-flavour-bramwells
UK_8712429350407,8712429350407,Nissin,"Demae ramen, sésame","Instant noodle soups, instant noddles",United Kingdom,81.37,72.73,100.0,75.0,https://world.openfoodfacts.org/product/8712429350407/demae-ramen-sesame-nissin
UK_5000354907357,5000354907357,Batchelors,SUPER NOODLES CHICKEN FLAVOUR,Instant noodle soups,United Kingdom,80.66,72.73,100.0,71.5,https://world.openfoodfacts.org/product/5000354907357/super-noodles-chicken-flavour-batchelors
UK_5050665020429,5050665020429,NAKED,CHINESE STYLE CHOW MEIN EGG NOODLES,"Instant noodles, Dried Egg Noodles",United Kingdom,78.63,67.27,100.0,75.0,https://world.openfoodfacts.org/product/5050665020429/chinese-style-chow-mein-egg-noodles-naked
UK_8888056603961,8888056603961,Koka,The Original Curry Flavour,Instant noodles,United Kingdom,60.1,32.73,100.0,68.67,https://world.openfoodfacts.org/product/8888056603961/the-original-curry-flavour-koka
UK_5000175409023,5000175409023,Batchelors,CHICKEN NOODLE,"Instant noodle soups, Insta",United Kingdom,78.24,69.09,100.0,68.5,https://world.openfoodfacts.org/product/5000175409023/chicken-noodle-batchelors
UK_5000354916618,5000354916618,Batchelors,Super Noodles,Instant noodles,United Kingdom,80.85,72.73,100.0,72.41,https://world.openfoodfacts.org/product/5000354916618/super-noodles-batchelors
UK_5997523314934,5997523314934,Nissin,Cup Noodles Curry Katsu Curry,"Cereals and their products, Instant noodles",United Kingdom,66.81,65.45,,70.0,https://world.openfoodfacts.org/product/5997523314934/cup-noodles-curry-katsu-curry-nissin
UK_7613036127097,7613036127097,Maggi,Instant noodles curry flavour,"Cereals and their products, Instant noodles",United Kingdom,74.93,74.55,,75.83,https://world.openfoodfacts.org/product/7613036127097/instant-noodles-curry-flavour-maggi
UK_8888056803606,8888056803606,Koka,Chicken instant noodles,"Cereals and their products, Instant noodles",United Kingdom,59.88,34.55,100.0,63.05,https://world.openfoodfacts.org/product/8888056803606/signature-instant-noodle-chicken-flavor-koka
UK_8888056603862,8888056603862,Koka,The Original Chicken Flavour,"Cereals and their products, Dehydrated soups, Instant noodles, Chinese noodles",United Kingdom,77.7,67.27,100.0,70.33,https://world.openfoodfacts.org/product/8888056603862/the-original-chicken-flavour-koka
UK_5021476000825,5021476000825,Mug Shot,Comforting Chicken & Sweetcorn Noodles,Instant noodles,United Kingdom,78.52,69.09,100.0,69.89,https://world.openfoodfacts.org/product/5021476000825/comforting-chicken-sweetcorn-noodles-mug-shot
UK_8720182414137,8720182414137,Pot Noodle,Pot Noodle Lost the pot Chicken 85g,"Instant noodles, Pot noodles",United Kingdom,79.54,69.09,100.0,75.0,https://world.openfoodfacts.org/product/8720182414137/pot-noodle-lost-the-pot-chicken-85g
UK_8994963002794,8994963002794,Indo Mie,Instant noodles,Instant noodles,United Kingdom,58.64,27.27,100.0,75.0,https://world.openfoodfacts.org/product/8994963002794/instant-noodles-indo-mie
UK_5997523315856,5997523315856,Cup Noodles,Big Soba Wok Style Teriyaki,Instant noodles,United Kingdom,71.36,52.73,100.0,75.0,https://world.openfoodfacts.org/product/5997523315856/big-soba-wok-style-teriyaki-cup-noodles
UK_8888056603015,8888056603015,KOKA,Oriental Instant Noodles Curry Flavor,"Instant noodles, Koka curry noodles, The original curry noodles",United Kingdom,69.18,69.09,,69.38,https://world.openfoodfacts.org/product/8888056603015/oriental-instant-noodles-curry-flavor-koka
UK_5060084349483,5060084349483,The Gym Kitchen,POZT THE GYM KITCHEN FOOD TO FUEL HIGH PROTEIN CHI,Instant noodles,United Kingdom,61.95,56.36,,75.0,https://world.openfoodfacts.org/product/5060084349483/pozt-the-gym-kitchen-food-to-fuel-high-protein-chi
UK_5997523314958,5997523314958,"Cup Noodles, Nissin",Spicy Hot Chilli,Instant noodles,United Kingdom,80.33,72.73,100.0,69.84,https://world.openfoodfacts.org/product/5997523314958/spicy-hot-chilli-cup-noodles
UK_7613035062771,7613035062771,Maggi,3 Minute Instant Curry Flavour Noodles,"Cereals and their products, Instant noodle soups",United Kingdom,79.65,70.91,100.0,70.96,https://world.openfoodfacts.org/product/7613035062771/3-minute-instant-curry-flavour-noodles-maggi
UK_5997523315870,5997523315870,Cup Noodles,Big Soba Yakitori Chicken,"Instant noodles, Chinese noodles, Instant",United Kingdom,59.41,52.73,,75.0,https://world.openfoodfacts.org/product/5997523315870/big-soba-yakitori-chicken-cup-noodles
UK_4061463099143,4061463099143,Bramwells Express,BRAMWELLS Soba EXPRESS Noodles YAKITORI FLAVOUR,Instant noodles,United Kingdom,79.01,74.55,91.67,71.19,https://world.openfoodfacts.org/product/4061463099143/bramwells-soba-express-noodles-yakitori-flavour-bramwells-express
UK_5011673400832,5011673400832,Urban Noodle,Spicy Pho,Instant noodles,United Kingdom,69.36,69.09,,70.0,https://world.openfoodfacts.org/product/5011673400832/spicy-pho-urban-noodle
UK_5061035300270,5061035300270,itsu,chick-n ramen,"Soups, Instant noodles",United Kingdom,70.86,69.09,,75.0,https://world.openfoodfacts.org/product/5061035300270/chick-n-ramen-itsu
UK_4088600260457,4088600260457,Make In Minutes By Aldi,Instant noodles chicken flavour,Instant noodles,United Kingdom,80.5,72.73,100.0,70.69,https://world.openfoodfacts.org/product/4088600260457/instant-noodles-chicken-flavour-make-in-minutes-by-aldi
UK_5059697718687,5059697718687,HEARTY FOOD CO.,CHICKEN FLAVOUR INSTANT NOODLES,Instant noodles,United Kingdom,76.17,69.09,100.0,58.13,https://world.openfoodfacts.org/product/5059697718687/chicken-flavour-instant-noodles-hearty-food-co
UK_5060960661562,5060960661562,Itsu,Crystal noodles sesame glaze,Instant noodles,United Kingdom,69.59,67.27,,75.0,https://world.openfoodfacts.org/product/5060960661562/crystal-noodles-sesame-glaze-itsu
UK_5050665020504,5050665020504,Naked,Cantonese style Hoisin Duck flavour Egg Noodles,Instant noodles,United Kingdom,78.17,69.09,100.0,68.12,https://world.openfoodfacts.org/product/5050665020504/cantonese-style-hoisin-duck-flavour-egg-noodles-naked
UK_8801043021883,8801043021883,Nongshim,Shin Ramyun Noodle Soup,Instant noodle soups,United Kingdom,62.28,34.55,100.0,75.0,https://world.openfoodfacts.org/product/8801043021883/shin-ramyun-noodle-soup-nongshim
UK_8888056603008,8888056603008,NOKA,Chicken Flavor Oriental Instant Noodles,Instant noodles,United Kingdom,59.14,52.73,,74.08,https://world.openfoodfacts.org/product/8888056603008/chicken-flavor-oriental-instant-noodles-noka
UK_5000354914287,5000354914287,Batchelors,Super Noodles Southern Fried Chicken,Instant noodles,United Kingdom,76.61,65.45,100.0,69.42,https://world.openfoodfacts.org/product/5000354914287/super-noodles-southern-fried-chicken-batchelors
UK_5060250611444,5060250611444,Generic,Singapore noodles imp,Instant noodle soups,United Kingdom,69.36,69.09,,70.0,https://world.openfoodfacts.org/product/5060250611444/singapore-noodles-imp
UK_8720182695505,8720182695505,Pot Noodle,DIONS ONLY £1.49* ONLY £1.4 POT noodle CHICKEN & M,Instant noodles,United Kingdom,73.19,74.55,,70.0,https://world.openfoodfacts.org/product/8720182695505/dions-only-1-49-only-1-4-pot-noodle-chicken-m
UK_4088600215549,4088600215549,Generic,Snack Noodles,Instant noodles,United Kingdom,78.61,69.09,100.0,70.33,https://world.openfoodfacts.org/product/4088600215549/snack-noodles
UK_4897878000012,4897878000012,"Nissin, Nissin Demae",出前一丁,"Cereals and their products, Soups, Instant noodle soups",United Kingdom,67.81,47.27,100.0,70.87,https://world.openfoodfacts.org/product/4897878000012/出前一丁-nissin
UK_01854619,01854619,Generic,chicken flavour instant noodles,Instant noodles,United Kingdom,81.37,72.73,100.0,75.0,https://world.openfoodfacts.org/product/01854619/chicken-flavour-instant-noodles
UK_5000354924347,5000354924347,Super noodle,Chicken super noodle,Instant noodles,United Kingdom,69.36,69.09,,70.0,https://world.openfoodfacts.org/product/5000354924347/chicken-super-noodle
UK_5060084349469,5060084349469,The Gym Kitchen,Original Curry High Protein,Instant noodles,United Kingdom,82.28,74.55,100.0,75.0,https://world.openfoodfacts.org/product/5060084349469/original-curry-high-protein-the-gym-kitchen
UK_5050665050105,5050665050105,Mug Shot,Salt And Pepper Chilli Beef Flavour Noodles,Instant noodles,United Kingdom,68.09,67.27,,70.0,https://world.openfoodfacts.org/product/5050665050105/salt-and-pepper-chilli-beef-flavour-noodles-mug-shot
UK_00159326,00159326,Sainsbury's,Quick cook ribbon noodles,"Instant noodles, Ribbon noodles",United Kingdom,85.0,80.0,100.0,75.0,https://world.openfoodfacts.org/product/00159326/quick-cook-ribbon-noodles-sainsbury-s
UK_5024448562307,5024448562307,Tiger Tiger,Ramen Chinese stir-fry noodles,"Instant noodles, Chinese noodles, Egg noodles",United Kingdom,83.18,76.36,100.0,75.0,https://world.openfoodfacts.org/product/5024448562307/ramen-chinese-stir-fry-noodles-tiger-tiger
UK_8720181138720,8720181138720,Pot Noodle,Piro Piri Chicken,"Instant noodles, Pot noodles",United Kingdom,79.29,69.09,100.0,73.72,https://world.openfoodfacts.org/product/8720181138720/piro-piri-chicken-pot-noodle
UK_5000354405013,5000354405013,batchelors,Super Noodles Bacon Flavour,"Cereals and their products, Instant noodles",United Kingdom,74.26,67.27,89.29,69.2,https://world.openfoodfacts.org/product/5000354405013/super-noodles-bacon-flavour-batchelors
UK_8888056708512,8888056708512,Koka®,Oriental Instant Noodles: Vegetable Flavour,"Cereals and their products, Dehydrated soups, Instant noodles, Chinese noodles, fr:Soupes de nouilles",United Kingdom,81.37,72.73,100.0,75.0,https://world.openfoodfacts.org/product/8888056708512/oriental-instant-noodles-vegetable-flavour-koka
UK_5060430292623,5060430292623,Generic,Fresh Thai noodles Thai green,Instant noodles,United Kingdom,71.91,72.73,,70.0,https://world.openfoodfacts.org/product/5060430292623/fresh-thai-noodles-thai-green
UK_8720182443878,8720182443878,Pot Noodle,Pot Noodle Doner Kebab 90g,Instant noodles,United Kingdom,80.17,70.91,100.0,73.58,https://world.openfoodfacts.org/product/8720182443878/pot-noodle-doner-kebab-90g
UK_5059697695803,5059697695803,Hearty Food Co.,Curry Flavour Instant Noodles,Instant noodles,United Kingdom,77.72,65.45,100.0,75.0,https://world.openfoodfacts.org/product/5059697695803/curry-flavour-instant-noodles-hearty-food-co
UK_4088600249223,4088600249223,Aldi Asian Inspired,Thai sweet chilli egg noodles,Instant noodles,United Kingdom,79.17,69.09,100.0,73.12,https://world.openfoodfacts.org/product/4088600249223/thai-sweet-chilli-egg-noodles-aldi-asian-inspired
UK_8720182414120,8720182414120,Lost the Pot Noodle,Chip Shop Curry Flavour Noodles,Instant noodles,United Kingdom,79.54,69.09,100.0,75.0,https://world.openfoodfacts.org/product/8720182414120/chip-shop-curry-flavour-noodles-lost-the-pot-noodle
UK_5060250611437,5060250611437,Generic,Katsu Curry,Instant noodles,United Kingdom,81.37,72.73,100.0,75.0,https://world.openfoodfacts.org/product/5060250611437/katsu-curry
UK_8718114797977,8718114797977,Pot Noodle,Pot Noodle Chinese-Style Sticky Rib Flavour,"Cereals and their products, Instant noodles, Chinese noodles, Pot noodles",United Kingdom,80.88,72.73,100.0,72.59,https://world.openfoodfacts.org/product/8718114797977/pot-noodle-chinese-style-sticky-rib-flavour
UK_8714100272978,8714100272978,King Pot Noodle,Sticky Rib Noodles,"Cereals and their products, Instant noodles",United Kingdom,80.59,72.73,100.0,71.12,https://world.openfoodfacts.org/product/8714100272978/sticky-rib-noodles-king-pot-noodle
UK_4056489353973,4056489353973,Newgate Express,Thai Style Sweet Chilli Noodle Pot,"Instant noodles, Pot noodles",United Kingdom,79.94,70.91,100.0,72.41,https://world.openfoodfacts.org/product/4056489353973/thai-style-sweet-chilli-noodle-pot-newgate-express
UK_5997523314910,5997523314910,"Cup Noodles, Nissin",5 Spices Beef Flavour,Instant noodles,United Kingdom,79.72,72.73,100.0,66.76,https://world.openfoodfacts.org/product/5997523314910/5-spices-beef-flavour-cup-noodles
UK_4061459329506,4061459329506,Asia Special,Ready To Wok Ramen Noodles,Instant noodles,United Kingdom,75.73,78.18,,70.0,https://world.openfoodfacts.org/product/4061459329506/ready-to-wok-ramen-noodles-asia-special
UK_4061463881038,4061463881038,Bramwells Express,Curry Flavour Noodles,Instant noodles,United Kingdom,74.45,76.36,,70.0,https://world.openfoodfacts.org/product/4061463881038/curry-flavour-noodles-bramwells-express
UK_4061463098887,4061463098887,Bramwells,Soba Noodles Chilli Flavour,"Instant noodles, Flavoured Asian noodles, Instant soba, Soba",United Kingdom,70.64,70.91,,70.0,https://world.openfoodfacts.org/product/4061463098887/soba-noodles-chilli-flavour-bramwells
